Station,Pollutant,Period,Month,Pval_mean,Pval_med
Sault_Ste_Marie,NO2,2020,April,0.0925,0.4334
Sault_Ste_Marie,NO2,2020,May,0.0202,0.0967
Sault_Ste_Marie,NO2,2020,June,0.097,0.1581
Sault_Ste_Marie,SO2,2017-2019,January,0.344,0.2554
Sault_Ste_Marie,SO2,2017-2019,February,0.0573,0.1165
Sault_Ste_Marie,SO2,2017-2019,March,0.3367,0.9452
Sault_Ste_Marie,SO2,2017-2019,April,0.0076,0.0166
Sault_Ste_Marie,SO2,2017-2019,May,0.2567,0.0643
Sault_Ste_Marie,SO2,2017-2019,June,0.3159,0.4868
Sault_Ste_Marie,SO2,2020,January,0.2711,0.8769
Sault_Ste_Marie,SO2,2020,February,0.5629,0.673
Sault_Ste_Marie,SO2,2020,March,0.2503,0.5476
Sault_Ste_Marie,SO2,2020,April,0.2406,0.137
Sault_Ste_Marie,SO2,2020,May,0.1955,0.828
Sault_Ste_Marie,SO2,2020,June,0.9195,0.119
St_Catharines,O3,2017-2019,January,0.0138,0.0053
St_Catharines,O3,2017-2019,February,0.2239,0.3394
St_Catharines,O3,2017-2019,March,0.2584,0.8284
St_Catharines,O3,2017-2019,April,0.1471,0.0146
St_Catharines,O3,2017-2019,May,0.0034,0.0382
St_Catharines,O3,2017-2019,June,0.7798,0.61240000000000006
St_Catharines,O3,2020,January,0.3878,0.7672
St_Catharines,O3,2020,February,0.0312,0.1628
St_Catharines,O3,2020,March,0.0241,0.0017
St_Catharines,O3,2020,April,0.0084,0.0043
St_Catharines,O3,2020,May,0.5759,0.8944
St_Catharines,O3,2020,June,0.0019,0.0175
St_Catharines,PM25,2017-2019,January,0.6752,0.9153
St_Catharines,PM25,2017-2019,February,0.4479,0.3582
St_Catharines,PM25,2017-2019,March,0.0032,0.004
St_Catharines,PM25,2017-2019,April,0.2513,0.4921
St_Catharines,PM25,2017-2019,May,0.0051,0.0112
St_Catharines,PM25,2017-2019,June,0.7483,0.8587
St_Catharines,PM25,2020,January,0.6729,0.4078
St_Catharines,PM25,2020,February,0.057,0.1786
St_Catharines,PM25,2020,March,0.7728,0.4717
St_Catharines,PM25,2020,April,0.1476,0.2459
St_Catharines,PM25,2020,May,0.3226,0.5952
St_Catharines,PM25,2020,June,0.2432,0.1942
St_Catharines,NO2,2017-2019,January,0.1707,0.1797
St_Catharines,NO2,2017-2019,February,0.4275,0.1617
St_Catharines,NO2,2017-2019,March,0.2455,0.8101
St_Catharines,NO2,2017-2019,April,0.0211,0.0328
St_Catharines,NO2,2017-2019,May,0.795,0.7978
St_Catharines,NO2,2017-2019,June,0.5769,0.9551
St_Catharines,NO2,2020,January,0.6053,0.966
St_Catharines,NO2,2020,February,0.1747,0.7605
St_Catharines,NO2,2020,March,0.3361,0.315
St_Catharines,NO2,2020,April,0.0143,0.0789
St_Catharines,NO2,2020,May,0.1109,0.07
St_Catharines,NO2,2020,June,0.0099,0.0347
Sudbury,O3,2017-2019,January,0.6915,0.722
Sudbury,O3,2017-2019,February,0.1846,0.2976
Sudbury,O3,2017-2019,March,0.1159,0.0576
Sudbury,O3,2017-2019,April,0.7274,0.7532
Sudbury,O3,2017-2019,May,0.0126,0.0252
Sudbury,O3,2017-2019,June,0.6956,0.2678
Sudbury,O3,2020,January,0.9242,0.5073
Sudbury,O3,2020,February,0.0186,0.0644
Sudbury,O3,2020,March,1e-4,0.0019
Sudbury,O3,2020,April,0.1578,0.072
Sudbury,O3,2020,May,0.4765,0.2066
Sudbury,O3,2020,June,0.6385,0.0454
Sudbury,PM25,2017-2019,January,0.5091,0.597
Sudbury,PM25,2017-2019,February,0.0544,0.0552
Sudbury,PM25,2017-2019,March,0.0046,0.0028
Sudbury,PM25,2017-2019,April,0.2691,0.9768
Sudbury,PM25,2017-2019,May,0,0
Sudbury,PM25,2017-2019,June,0.0161,0.0018
Sudbury,PM25,2020,January,0.7563,0.6819
Sudbury,PM25,2020,February,0.0909,0.0825
Sudbury,PM25,2020,March,0.3685,0.2212
Sudbury,PM25,2020,April,0.1755,0.3294
Sudbury,PM25,2020,May,0.8219,0.9289
Sudbury,PM25,2020,June,0.0364,0.1646
Sudbury,NO2,2017-2019,January,0.647,0.8469
Sudbury,NO2,2017-2019,February,0.3675,0.0939
Sudbury,NO2,2017-2019,March,0.0213,0.0443
Sudbury,NO2,2017-2019,April,0.0128,0.044
Sudbury,NO2,2017-2019,May,0.1835,0.0709
Sudbury,NO2,2017-2019,June,0.9413,0.7777
Sudbury,NO2,2020,January,0.5111,0.1152
Sudbury,NO2,2020,February,0.0118,0.0159
Sudbury,NO2,2020,March,0.0763,0.1466
Sudbury,NO2,2020,April,0.2051,0.4529
Sudbury,NO2,2020,May,0.7492,0.4062
Sudbury,NO2,2020,June,0.7883,0.4951
Sudbury,SO2,2017-2019,January,0.4315,0.5515
Sudbury,SO2,2017-2019,February,0.7626,0.3232
Sudbury,SO2,2017-2019,March,0.0021,9e-4
Sudbury,SO2,2017-2019,April,0.0093,0.0596
Sudbury,SO2,2017-2019,May,0.4715,0.9459
Sudbury,SO2,2017-2019,June,0.1997,0.0917
Sudbury,SO2,2020,January,0.545,0.7922
Sudbury,SO2,2020,February,0.0445,0.5888
Sudbury,SO2,2020,March,0.1951,0.8619
Sudbury,SO2,2020,April,0.7923,0.7432
Sudbury,SO2,2020,May,0.8743,0.4636
Sudbury,SO2,2020,June,0.0242,0.3231
Thunder_Bay,O3,2017-2019,January,0.3349,0.5266
Thunder_Bay,O3,2017-2019,February,0.9965,0.424
Thunder_Bay,O3,2017-2019,March,0.1255,0.0715
Thunder_Bay,O3,2017-2019,April,5e-4,4e-4
Thunder_Bay,O3,2017-2019,May,0.2218,0.143
Thunder_Bay,O3,2017-2019,June,0.7993,0.8537
Thunder_Bay,O3,2020,January,0.5283,0.4003
Thunder_Bay,O3,2020,February,0.6178,0.3736
Thunder_Bay,O3,2020,March,0.001,0.01
Thunder_Bay,O3,2020,April,0.0474,0.225
Thunder_Bay,O3,2020,May,0.6247,0.5702
Thunder_Bay,O3,2020,June,0.0051,0.0834
Thunder_Bay,PM25,2017-2019,January,0.2001,0.623
Thunder_Bay,PM25,2017-2019,February,0.0845,0.0483
Thunder_Bay,PM25,2017-2019,March,0.2325,0.5641
Thunder_Bay,PM25,2017-2019,April,4e-4,0
Thunder_Bay,PM25,2017-2019,May,1e-4,0
Thunder_Bay,PM25,2017-2019,June,0.0214,0.028
Thunder_Bay,PM25,2020,January,0.6795,0.8176
Thunder_Bay,PM25,2020,February,0.1735,0.2224
Thunder_Bay,PM25,2020,March,0.1987,0.7945
Thunder_Bay,PM25,2020,April,0.7657,0.8586
Thunder_Bay,PM25,2020,May,0.3486,0.3674
Thunder_Bay,PM25,2020,June,0.0121,0.0519
Thunder_Bay,NO2,2017-2019,January,0.7345,0.8906
Thunder_Bay,NO2,2017-2019,February,0.0932,0.1939
Thunder_Bay,NO2,2017-2019,March,0.0121,0.0677
Thunder_Bay,NO2,2017-2019,April,0.0016,0.0027
Thunder_Bay,NO2,2017-2019,May,0.0152,0.072
Thunder_Bay,NO2,2017-2019,June,0.1487,0.064
Thunder_Bay,NO2,2020,January,0.8022,0.7037
Thunder_Bay,NO2,2020,February,0.054,0.246
Thunder_Bay,NO2,2020,March,0.1638,0.3441
Thunder_Bay,NO2,2020,April,0.0018,0
Thunder_Bay,NO2,2020,May,0.5976,0.9238
Thunder_Bay,NO2,2020,June,0.0587,0.0016
Toronto_Downtown,O3,2017-2019,January,0.163,0.385
Toronto_Downtown,O3,2017-2019,February,0.0693,0.0795
Toronto_Downtown,O3,2017-2019,March,0.1261,0.2087
Toronto_Downtown,O3,2017-2019,April,0.4173,0.1463
Toronto_Downtown,O3,2017-2019,May,0.001,0.0064
Toronto_Downtown,O3,2017-2019,June,0.4019,0.4692
Toronto_Downtown,O3,2020,January,0.2545,0.185
Toronto_Downtown,O3,2020,February,0.805,0.6753
Toronto_Downtown,O3,2020,March,0,0
Toronto_Downtown,O3,2020,April,0.2435,0.2559
Toronto_Downtown,O3,2020,May,0.0035,0.0024
Toronto_Downtown,O3,2020,June,0.0621,0.5088
Toronto_Downtown,PM25,2017-2019,January,0.1134,0.3471
Toronto_Downtown,PM25,2017-2019,February,0.0329,0.0596
Toronto_Downtown,PM25,2017-2019,March,0.0015,0.0075
Toronto_Downtown,PM25,2017-2019,April,0.0904,0.5043
Toronto_Downtown,PM25,2017-2019,May,0.0091,0.0093
Toronto_Downtown,PM25,2017-2019,June,0.0182,0.0361
Toronto_Downtown,PM25,2020,January,0.2908,0.7237
Toronto_Downtown,PM25,2020,February,0.4588,0.4075
Toronto_Downtown,PM25,2020,March,0.1605,0.1212
Toronto_Downtown,PM25,2020,April,0.68,0.3761
Toronto_Downtown,PM25,2020,May,0.7055,0.4855
Toronto_Downtown,PM25,2020,June,0.0154,0.0139
Toronto_Downtown,NO2,2017-2019,January,0.5475,0.7669
Toronto_Downtown,NO2,2017-2019,February,0.6683,0.5935
Toronto_Downtown,NO2,2017-2019,March,0.1055,0.2104
Toronto_Downtown,NO2,2017-2019,April,0.0176,0.0142
Toronto_Downtown,NO2,2017-2019,May,0.0392,0.0182
Toronto_Downtown,NO2,2017-2019,June,0.1213,0.0757
Toronto_Downtown,NO2,2020,January,0.0025,0.0039
Toronto_Downtown,NO2,2020,February,0.6511,0.2759
Toronto_Downtown,NO2,2020,March,0.161,0.1219
Toronto_Downtown,NO2,2020,April,0.1968,0.1664
Toronto_Downtown,NO2,2020,May,0.0174,0.0097
Toronto_Downtown,NO2,2020,June,0.3034,0.1741
Toronto_East,O3,2017-2019,January,0.2451,0.1825
Toronto_East,O3,2017-2019,February,0.0841,0.093
Toronto_East,O3,2017-2019,March,0.9433,0.8525
Toronto_East,O3,2017-2019,April,0.9171,0.842
Toronto_East,O3,2017-2019,May,0.0051,0.019
Toronto_East,O3,2017-2019,June,0.3874,0.3006
Toronto_East,O3,2020,January,0.6819,0.4512
Toronto_East,O3,2020,February,0.0145,0.1296
Toronto_East,O3,2020,March,0.0667,0.108
Toronto_East,O3,2020,April,0.0098,0.018
Toronto_East,O3,2020,May,0.6728,0.6762
Toronto_East,O3,2020,June,0,0.0114
Toronto_East,PM25,2017-2019,January,0.2015,0.4757
Toronto_East,PM25,2017-2019,February,0.2486,0.2328
Toronto_East,PM25,2017-2019,March,5e-4,0.0071
Toronto_East,PM25,2017-2019,April,0.4231,0.9205
Toronto_East,PM25,2017-2019,May,0.0069,0.0062
Toronto_East,PM25,2017-2019,June,0.1673,0.2521
Toronto_East,PM25,2020,January,0.6612,0.7785
Toronto_East,PM25,2020,February,0.0378,0.0414
Toronto_East,PM25,2020,March,0.9174,0.9796
Toronto_East,PM25,2020,April,0.4326,0.4881
Toronto_East,PM25,2020,May,0.1413,0.1315
Toronto_East,PM25,2020,June,0.158,0.0619
Toronto_East,NO2,2017-2019,January,0.6208,0.8939
Toronto_East,NO2,2017-2019,February,0.1689,0.1167
Toronto_East,NO2,2017-2019,March,2e-4,0.0053
Toronto_East,NO2,2017-2019,April,0.0132,0.0086
Toronto_East,NO2,2017-2019,May,0.0633,0.2439
Toronto_East,NO2,2017-2019,June,0.0101,0.0067
Toronto_East,NO2,2020,January,0.5596,0.2248
Toronto_East,NO2,2020,February,0.0012,0.0928
Toronto_East,NO2,2020,March,0.0063,0.0122
Toronto_East,NO2,2020,April,0.0058,0.0055
Toronto_East,NO2,2020,May,0.0741,0.0876
Toronto_East,NO2,2020,June,0.008,0.1009
Toronto_West,O3,2017-2019,January,0.6469,0.837
Toronto_West,O3,2017-2019,February,0.2347,0.2625
Toronto_West,O3,2017-2019,March,0.5193,0.3896
Toronto_West,O3,2017-2019,April,0.7848,0.9694
Toronto_West,O3,2017-2019,May,3e-4,7e-4
Toronto_West,O3,2017-2019,June,0.7808,0.3827
Toronto_West,O3,2020,January,0.372,0.394
Toronto_West,O3,2020,February,0.0032,0.0422
Toronto_West,O3,2020,March,0.2248,0.1998
Toronto_West,O3,2020,April,0.0024,0.0087
Toronto_West,O3,2020,May,0.5058,0.8705
Toronto_West,O3,2020,June,0.0021,0.0259
Toronto_West,PM25,2017-2019,January,0.4538,0.988
Toronto_West,PM25,2017-2019,February,0.2216,0.2168
Toronto_West,PM25,2017-2019,March,0.0024,0.0034
Toronto_West,PM25,2017-2019,April,0.09,0.8852
Toronto_West,PM25,2017-2019,May,3e-4,7e-4
Toronto_West,PM25,2017-2019,June,0.7837,0.4253
Toronto_West,PM25,2020,January,0.2912,0.1975
Toronto_West,PM25,2020,February,0.0372,0.0933
Toronto_West,PM25,2020,March,0.8547,0.315
Toronto_West,PM25,2020,April,0.5863,0.8286
Toronto_West,PM25,2020,May,0.5849,0.2194
Toronto_West,PM25,2020,June,0.2558,0.8767
Toronto_West,NO2,2017-2019,January,0.4452,0.1532
Toronto_West,NO2,2017-2019,February,0.0684,0.0218
Toronto_West,NO2,2017-2019,March,0,0.0019
Toronto_West,NO2,2017-2019,April,0,0
Toronto_West,NO2,2017-2019,May,0.0935,0.2312
Toronto_West,NO2,2017-2019,June,0.1329,0.0728
Toronto_West,NO2,2020,January,0.9219,0.602
Toronto_West,NO2,2020,February,0.0323,0.231
Toronto_West,NO2,2020,March,0.0656,0.0573
Toronto_West,NO2,2020,April,3e-4,0.0015
Toronto_West,NO2,2020,May,0.0083,0.011
Toronto_West,NO2,2020,June,0.0213,0.1512
Toronto_West,CO,2017-2019,January,0.9715,0.6873
Toronto_West,CO,2017-2019,February,0.218,0.1159
Toronto_West,CO,2017-2019,March,0.0031,0.0194
Toronto_West,CO,2017-2019,April,0.0549,0.3191
Toronto_West,CO,2017-2019,May,0.287,0.2752
Toronto_West,CO,2017-2019,June,0.0018,0.0019
Toronto_West,CO,2020,January,0.4347,0.4113
Toronto_West,CO,2020,February,0.0059,0.0772
Toronto_West,CO,2020,March,0.4083,0.611
Toronto_West,CO,2020,April,0,0
Toronto_West,CO,2020,May,0.0809,0.0935
Toronto_West,CO,2020,June,0.8317,0.8802
Toronto_West,SO2,2017-2019,January,0,0
Toronto_West,SO2,2017-2019,February,0.0436,0.0368
Toronto_West,SO2,2017-2019,March,0.0021,0.0234
Toronto_West,SO2,2017-2019,April,0.9831,0.3921
Toronto_West,SO2,2017-2019,May,0.0088,0.0055
Toronto_West,SO2,2017-2019,June,0.9286,0.7736
Toronto_West,SO2,2020,January,0.0453,0.1516
Toronto_West,SO2,2020,February,0.0191,0.0159
Toronto_West,SO2,2020,March,0.2981,0.2953
Toronto_West,SO2,2020,April,0.0526,0.0555
Toronto_West,SO2,2020,May,0.0528,0.061
Toronto_West,SO2,2020,June,0.0848,0.74
Windsor_Downtown,O3,2017-2019,January,0.1628,0.5407
Windsor_Downtown,O3,2017-2019,February,0.3722,0.4927
Windsor_Downtown,O3,2017-2019,March,0.8484,0.1876
Windsor_Downtown,O3,2017-2019,April,0.1511,0.1191
Windsor_Downtown,O3,2017-2019,May,1e-4,0.0013
Windsor_Downtown,O3,2017-2019,June,0.7509,0.6818
Windsor_Downtown,O3,2020,January,0.4835,0.9215
Windsor_Downtown,O3,2020,February,0.05,0.1546
Windsor_Downtown,O3,2020,March,1e-4,9e-4
Windsor_Downtown,O3,2020,April,0.3282,0.2685
Windsor_Downtown,O3,2020,May,0.3263,0.6123
Windsor_Downtown,O3,2020,June,0.1595,0.3476
Windsor_Downtown,PM25,2017-2019,January,0.1913,0.6176
Windsor_Downtown,PM25,2017-2019,February,0.8023,0.3999
Windsor_Downtown,PM25,2017-2019,March,0.0253,0.0045
Windsor_Downtown,PM25,2017-2019,April,0.0285,0.209
Windsor_Downtown,PM25,2017-2019,May,0.0036,0.3025
Windsor_Downtown,PM25,2017-2019,June,0.133,0.5579
Windsor_Downtown,PM25,2020,January,0.1457,0.1728
Windsor_Downtown,PM25,2020,February,0.075,0.1353
Windsor_Downtown,PM25,2020,March,0.2195,0.0128
Windsor_Downtown,PM25,2020,April,0.3433,0.344
Windsor_Downtown,PM25,2020,May,0.0033,0.0406
Windsor_Downtown,PM25,2020,June,0.4196,0.9757
Windsor_Downtown,NO2,2017-2019,January,0.202,0.0265
Windsor_Downtown,NO2,2017-2019,February,0.1135,0.0767
Windsor_Downtown,NO2,2017-2019,March,0.0146,0.0023
Windsor_Downtown,NO2,2017-2019,April,1e-4,0.0032
Windsor_Downtown,NO2,2017-2019,May,0.0373,0.137
Windsor_Downtown,NO2,2017-2019,June,0.1255,0.2375
Windsor_Downtown,NO2,2020,January,0.1191,0.2051
Windsor_Downtown,NO2,2020,February,0.0104,0.0331
Windsor_Downtown,NO2,2020,March,0.1631,0.3457
Windsor_Downtown,NO2,2020,April,0.0624,0.1247
Windsor_Downtown,NO2,2020,May,0,1e-4
Windsor_Downtown,NO2,2020,June,0.1051,0.0349
Windsor_Downtown,CO,2017-2019,January,0.0523,0.4497
Windsor_Downtown,CO,2017-2019,February,0.102,0.0275
Windsor_Downtown,CO,2017-2019,March,0.0192,0.0309
Windsor_Downtown,CO,2017-2019,April,0.0034,0.0107
Windsor_Downtown,CO,2017-2019,May,0.0011,0.0224
Windsor_Downtown,CO,2017-2019,June,0.5684,0.4283
Windsor_Downtown,CO,2020,January,8e-4,0.0153
Windsor_Downtown,CO,2020,February,0.013,0.0168
Windsor_Downtown,CO,2020,March,0.6039,0.6858
Windsor_Downtown,CO,2020,April,0.0222,0.0274
Windsor_Downtown,CO,2020,May,5e-4,0.0065
Windsor_Downtown,CO,2020,June,0.0519,0.1221
Windsor_Downtown,SO2,2017-2019,January,0.0224,0.1204
Windsor_Downtown,SO2,2017-2019,February,0.1334,0.4147
Windsor_Downtown,SO2,2017-2019,March,0.114,0.0514
Windsor_Downtown,SO2,2017-2019,April,0.0842,0.4489
Windsor_Downtown,SO2,2017-2019,May,0.0214,0.0074
Windsor_Downtown,SO2,2017-2019,June,0.3087,0.3201
Windsor_Downtown,SO2,2020,January,0.0145,0.0203
Windsor_Downtown,SO2,2020,February,0.0208,0.0581
Windsor_Downtown,SO2,2020,March,0.0597,0.0371
Windsor_Downtown,SO2,2020,April,0.0368,0.0441
Windsor_Downtown,SO2,2020,May,3e-4,0.0234
Windsor_Downtown,SO2,2020,June,0.0956,0.3972
Windsor_West,O3,2017-2019,January,0.0798,0.088
Windsor_West,O3,2017-2019,February,0.5283,0.4697
Windsor_West,O3,2017-2019,March,0.1221,0.3011
Windsor_West,O3,2017-2019,April,0.2078,0.0612
Windsor_West,O3,2017-2019,May,4e-4,4e-4
Windsor_West,O3,2017-2019,June,0.7459,0.7359
Windsor_West,O3,2020,January,0.7154,0.9616
Windsor_West,O3,2020,February,0.1919,0.6332
Windsor_West,O3,2020,March,0,0
Windsor_West,O3,2020,April,8e-4,0.0027
Windsor_West,O3,2020,May,0.025,0.1488
Windsor_West,O3,2020,June,0.8831,0.1786
Windsor_West,PM25,2017-2019,January,0.4765,0.6871
Windsor_West,PM25,2017-2019,February,0.8905,0.9864
Windsor_West,PM25,2017-2019,March,8e-4,0.0011
Windsor_West,PM25,2017-2019,April,0.0643,0.3015
Windsor_West,PM25,2017-2019,May,0.0774,0.1692
Windsor_West,PM25,2017-2019,June,0.5852,0.9141
Windsor_West,PM25,2020,January,0.8337,0.7018
Windsor_West,PM25,2020,February,0.242,0.5193
Windsor_West,PM25,2020,March,0.0012,2e-4
Windsor_West,PM25,2020,April,0.1538,0.0259
Windsor_West,PM25,2020,May,0.309,0.9305
Windsor_West,PM25,2020,June,0.1422,0.0712
Windsor_West,NO2,2017-2019,January,0.9525,0.7718
Windsor_West,NO2,2017-2019,February,0.6551,0.7545
Windsor_West,NO2,2017-2019,March,9e-4,0.0094
Windsor_West,NO2,2017-2019,April,0.0549,0.3438
Windsor_West,NO2,2017-2019,May,0.1375,0.3057
Windsor_West,NO2,2017-2019,June,0.0021,0.0357
Windsor_West,NO2,2020,January,0.9789,0.7622
Windsor_West,NO2,2020,February,0.0916,0.3037
Windsor_West,NO2,2020,March,0.8341,0.6374
Windsor_West,NO2,2020,April,0.6209,0.5265
Windsor_West,NO2,2020,May,0,0
Windsor_West,NO2,2020,June,0.5074,0.2383
Windsor_West,SO2,2017-2019,January,0.7121,0.4349
Windsor_West,SO2,2017-2019,February,0.394,0.1086
Windsor_West,SO2,2017-2019,March,0.0504,0.2176
Windsor_West,SO2,2017-2019,April,0.7581,0.1856
Windsor_West,SO2,2017-2019,May,0.0913,0.0854
Windsor_West,SO2,2017-2019,June,0.6422,0.1085
Windsor_West,SO2,2020,January,0.7919,0.8892
Windsor_West,SO2,2020,February,0.7472,0.7813
Windsor_West,SO2,2020,March,0.1706,0.5623
Windsor_West,SO2,2020,April,0.8486,0.5552
Windsor_West,SO2,2020,May,0.1644,0.3578
Windsor_West,SO2,2020,June,0.9867,0.5228
Toronto_North,O3,2017-2019,January,0.7587,0.7298
Toronto_North,O3,2017-2019,February,0.1106,0.2587
Toronto_North,O3,2017-2019,March,0.6126,0.1627
Toronto_North,O3,2017-2019,April,0.739,0.9284
Toronto_North,O3,2017-2019,May,0,1e-4
Toronto_North,O3,2017-2019,June,0.0287,0.0064
Toronto_North,O3,2020,January,0.8617,0.7576
Toronto_North,O3,2020,February,0.0035,0.0107
Toronto_North,O3,2020,March,0.0179,0.034
Toronto_North,O3,2020,April,0.0105,0.0056
Toronto_North,O3,2020,May,0.8854,0.8565
Toronto_North,O3,2020,June,4e-4,0.0026
Toronto_North,PM25,2017-2019,January,0.2091,0.4242
Toronto_North,PM25,2017-2019,February,0.1072,0.0545
Toronto_North,PM25,2017-2019,March,0.0204,0.022
Toronto_North,PM25,2017-2019,April,0.2768,0.9326
Toronto_North,PM25,2017-2019,May,4e-4,0.0067
Toronto_North,PM25,2017-2019,June,0.4678,0.4194
Toronto_North,PM25,2020,January,0.5401,0.6601
Toronto_North,PM25,2020,February,0.0136,0.0271
Toronto_North,PM25,2020,March,0.8481,0.3226
Toronto_North,PM25,2020,April,0.2023,0.9456
Toronto_North,PM25,2020,May,0.1457,0.1713
Toronto_North,PM25,2020,June,0.5265,0.8375
Toronto_North,NO2,2017-2019,January,0.6524,0.4809
Toronto_North,NO2,2017-2019,February,0.7831,0.0838
Toronto_North,NO2,2017-2019,March,0,6e-4
Toronto_North,NO2,2017-2019,April,0.0098,0.0035
Toronto_North,NO2,2017-2019,May,0.1484,0.2059
Toronto_North,NO2,2017-2019,June,0.1371,0.2077
Toronto_North,NO2,2020,January,0.6367,0.3809
Toronto_North,NO2,2020,February,8e-4,0.0764
Toronto_North,NO2,2020,March,0.6119,0.7894
Toronto_North,NO2,2020,April,0.0245,0.0348
Toronto_North,NO2,2020,May,0.479,0.5836
Toronto_North,NO2,2020,June,0.2148,0.8636
Toronto_North,SO2,2017-2019,January,0.1057,0.033
Toronto_North,SO2,2017-2019,February,0.0173,0.0023
Toronto_North,SO2,2017-2019,March,0.0047,0
Toronto_North,SO2,2017-2019,April,0.6419,0.0124
Toronto_North,SO2,2017-2019,May,0.0019,0.001
Toronto_North,SO2,2017-2019,June,0.0168,0.04
Toronto_North,SO2,2020,January,0.9236,0.603
Toronto_North,SO2,2020,February,0.0497,0.0231
Toronto_North,SO2,2020,March,0.6925,0.1458
Toronto_North,SO2,2020,April,0.268,0.5861
Toronto_North,SO2,2020,May,0.7537,0.1907
Toronto_North,SO2,2020,June,0.6561,0.1495
