Station,Pollutant,Period,Month,Pval_mean,Pval_med
Sault_Ste_Marie,SO2,2017-2019,January,0.1719,0.0272
Sault_Ste_Marie,SO2,2017-2019,February,0.0074,0.0399
Sault_Ste_Marie,SO2,2017-2019,March,0.6859,0.4306
Sault_Ste_Marie,SO2,2017-2019,April,0.0659,0.0045
Sault_Ste_Marie,SO2,2017-2019,May,0.1135,0.0265
Sault_Ste_Marie,SO2,2017-2019,June,0.2825,0.9898
Sault_Ste_Marie,SO2,2020,January,0.1385,0.5966
Sault_Ste_Marie,SO2,2020,February,0.5627,0.7466
Sault_Ste_Marie,SO2,2020,March,0.1527,0.2929
Sault_Ste_Marie,SO2,2020,April,0.4504,0.1262
Sault_Ste_Marie,SO2,2020,May,0.082,0.8517
Sault_Ste_Marie,SO2,2020,June,0.3146,0.0412
St_Catharines,O3,2017-2019,January,0.0035,0.0224
St_Catharines,O3,2017-2019,February,0.0683,0.2591
St_Catharines,O3,2017-2019,March,0.1888,0.6391
St_Catharines,O3,2017-2019,April,0.18,0.1093
St_Catharines,O3,2017-2019,May,2e-4,0.0026
St_Catharines,O3,2017-2019,June,0.1496,0.4726
St_Catharines,O3,2020,January,0.6081,0.4069
St_Catharines,O3,2020,February,0.0757,0.2132
St_Catharines,O3,2020,March,0.0033,0
St_Catharines,O3,2020,April,0.0163,0.0017
St_Catharines,O3,2020,May,0.5421,0.5546
St_Catharines,O3,2020,June,0.0104,0.0143
St_Catharines,PM25,2017-2019,January,0.5748,0.5092
St_Catharines,PM25,2017-2019,February,0.5788,0.1637
St_Catharines,PM25,2017-2019,March,5e-4,0.0061
St_Catharines,PM25,2017-2019,April,0.812,0.9162
St_Catharines,PM25,2017-2019,May,1e-4,1e-4
St_Catharines,PM25,2017-2019,June,0.6954,0.6655
St_Catharines,PM25,2020,January,0.1447,0.0843
St_Catharines,PM25,2020,February,0.2804,0.4407
St_Catharines,PM25,2020,March,0.7335,0.728
St_Catharines,PM25,2020,April,0.3762,0.7554
St_Catharines,PM25,2020,May,0.1697,0.3695
St_Catharines,PM25,2020,June,0.7889,0.9904
St_Catharines,NO2,2017-2019,January,0.1261,0.1085
St_Catharines,NO2,2017-2019,February,0.3764,0.2082
St_Catharines,NO2,2017-2019,March,0.1926,0.5681
St_Catharines,NO2,2017-2019,April,0.0746,0.0446
St_Catharines,NO2,2017-2019,May,0.708,0.4514
St_Catharines,NO2,2017-2019,June,0.5366,0.8439
St_Catharines,NO2,2020,January,0.99,0.4765
St_Catharines,NO2,2020,February,0.43,0.9618
St_Catharines,NO2,2020,March,0.4659,0.5694
St_Catharines,NO2,2020,April,0.0415,0.2976
St_Catharines,NO2,2020,May,0.0143,0.0184
St_Catharines,NO2,2020,June,0.0032,0.0066
Sudbury,O3,2017-2019,January,0.331,0.7924
Sudbury,O3,2017-2019,February,0.1389,0.1838
Sudbury,O3,2017-2019,March,0.0135,0.0091
Sudbury,O3,2017-2019,April,0.8342,0.9052
Sudbury,O3,2017-2019,May,0.0016,0.0149
Sudbury,O3,2017-2019,June,0.3253,0.1479
Sudbury,O3,2020,January,0.2998,0.9338
Sudbury,O3,2020,February,0.0356,0.102
Sudbury,O3,2020,March,0,1e-4
Sudbury,O3,2020,April,0.6257,0.2849
Sudbury,O3,2020,May,0.7476,0.2445
Sudbury,O3,2020,June,0.4722,0.0103
Sudbury,PM25,2017-2019,January,0.2594,0.4043
Sudbury,PM25,2017-2019,February,0.1045,0.0707
Sudbury,PM25,2017-2019,March,0.0028,0.0021
Sudbury,PM25,2017-2019,April,0.3191,0.8125
Sudbury,PM25,2017-2019,May,0,0
Sudbury,PM25,2017-2019,June,0.0098,0.1959
Sudbury,PM25,2020,January,0.5163,0.435
Sudbury,PM25,2020,February,0.8085,0.1228
Sudbury,PM25,2020,March,0.1042,0.2329
Sudbury,PM25,2020,April,0.5981,0.873
Sudbury,PM25,2020,May,0.7452,0.9057
Sudbury,PM25,2020,June,0.1055,0.4105
Sudbury,NO2,2017-2019,January,0.6482,0.822
Sudbury,NO2,2017-2019,February,0.4848,0.2232
Sudbury,NO2,2017-2019,March,0.0082,0.0588
Sudbury,NO2,2017-2019,April,0.0808,0.1252
Sudbury,NO2,2017-2019,May,0.1414,0.729
Sudbury,NO2,2017-2019,June,0.9432,0.5792
Sudbury,NO2,2020,January,0.7637,0.1495
Sudbury,NO2,2020,February,0.0186,0.2857
Sudbury,NO2,2020,March,0.0155,0.0601
Sudbury,NO2,2020,April,0.434,0.9563
Sudbury,NO2,2020,May,0.8691,0.2942
Sudbury,NO2,2020,June,0.648,0.5537
Sudbury,SO2,2017-2019,January,0.2711,0.3427
Sudbury,SO2,2017-2019,February,0.8695,0.7684
Sudbury,SO2,2017-2019,March,0.008,0.0479
Sudbury,SO2,2017-2019,April,0.0034,0.0208
Sudbury,SO2,2017-2019,May,0.6693,0.4338
Sudbury,SO2,2017-2019,June,0.046,0.0108
Sudbury,SO2,2020,January,0.2906,0.9384
Sudbury,SO2,2020,February,0.0051,0.2021
Sudbury,SO2,2020,March,0.1194,0.9045
Sudbury,SO2,2020,April,0.704,0.8093
Sudbury,SO2,2020,May,0.7149,0.8758
Sudbury,SO2,2020,June,0.0328,0.0577
Thunder_Bay,O3,2017-2019,January,0.2289,0.1388
Thunder_Bay,O3,2017-2019,February,0.8236,0.3953
Thunder_Bay,O3,2017-2019,March,0.2671,0.195
Thunder_Bay,O3,2017-2019,April,0,0
Thunder_Bay,O3,2017-2019,May,0.2736,0.2646
Thunder_Bay,O3,2017-2019,June,0.8381,0.7961
Thunder_Bay,O3,2020,January,0.9706,0.4318
Thunder_Bay,O3,2020,February,0.2093,0.1359
Thunder_Bay,O3,2020,March,1e-4,6e-4
Thunder_Bay,O3,2020,April,0.0183,0.0821
Thunder_Bay,O3,2020,May,0.8167,0.4552
Thunder_Bay,O3,2020,June,0.4231,0.7285
Thunder_Bay,PM25,2017-2019,January,0.1115,0.269
Thunder_Bay,PM25,2017-2019,February,0.0836,0.0421
Thunder_Bay,PM25,2017-2019,March,0.3051,0.5342
Thunder_Bay,PM25,2017-2019,April,0.0046,2e-4
Thunder_Bay,PM25,2017-2019,May,0,1e-4
Thunder_Bay,PM25,2017-2019,June,0.0047,0.0223
Thunder_Bay,PM25,2020,January,0.2276,0.3694
Thunder_Bay,PM25,2020,February,0.4668,0.5162
Thunder_Bay,PM25,2020,March,0.0128,0.1197
Thunder_Bay,PM25,2020,April,0.753,0.801
Thunder_Bay,PM25,2020,May,0.2855,0.4168
Thunder_Bay,PM25,2020,June,0.0273,0.0917
Thunder_Bay,NO2,2017-2019,January,0.6306,0.6922
Thunder_Bay,NO2,2017-2019,February,0.0468,0.0506
Thunder_Bay,NO2,2017-2019,March,0.0024,0.0356
Thunder_Bay,NO2,2017-2019,April,0.0013,2e-4
Thunder_Bay,NO2,2017-2019,May,0.0072,0.0039
Thunder_Bay,NO2,2017-2019,June,0.0652,0.1196
Thunder_Bay,NO2,2020,January,0.4687,0.2619
Thunder_Bay,NO2,2020,February,0.1418,0.3208
Thunder_Bay,NO2,2020,March,0.4405,0.6862
Thunder_Bay,NO2,2020,April,2e-4,0.0012
Thunder_Bay,NO2,2020,May,0.2252,0.5231
Thunder_Bay,NO2,2020,June,0.04,0.0306
Toronto_Downtown,O3,2017-2019,January,0.1679,0.1795
Toronto_Downtown,O3,2017-2019,February,0.0475,0.176
Toronto_Downtown,O3,2017-2019,March,0.0427,0.3776
Toronto_Downtown,O3,2017-2019,April,0.6656,0.4401
Toronto_Downtown,O3,2017-2019,May,0,2e-4
Toronto_Downtown,O3,2017-2019,June,0.9507,0.9937
Toronto_Downtown,O3,2020,January,0.2506,0.3056
Toronto_Downtown,O3,2020,February,0.7206,0.3489
Toronto_Downtown,O3,2020,March,0,2e-4
Toronto_Downtown,O3,2020,April,0.0263,0.1364
Toronto_Downtown,O3,2020,May,0.0014,4e-4
Toronto_Downtown,O3,2020,June,0.3615,0.9212
Toronto_Downtown,PM25,2017-2019,January,0.0216,0.1113
Toronto_Downtown,PM25,2017-2019,February,0.056,0.0256
Toronto_Downtown,PM25,2017-2019,March,0.0015,0.0017
Toronto_Downtown,PM25,2017-2019,April,0.2368,0.6839
Toronto_Downtown,PM25,2017-2019,May,0.0029,0.0019
Toronto_Downtown,PM25,2017-2019,June,0.0434,0.2962
Toronto_Downtown,PM25,2020,January,0.621,0.779
Toronto_Downtown,PM25,2020,February,0.9866,0.8184
Toronto_Downtown,PM25,2020,March,0.4163,0.3765
Toronto_Downtown,PM25,2020,April,0.876,0.1803
Toronto_Downtown,PM25,2020,May,0.6955,0.4755
Toronto_Downtown,PM25,2020,June,0.0885,0.0474
Toronto_Downtown,NO2,2017-2019,January,0.4466,0.4891
Toronto_Downtown,NO2,2017-2019,February,0.8309,0.9363
Toronto_Downtown,NO2,2017-2019,March,0.0624,0.4714
Toronto_Downtown,NO2,2017-2019,April,0.0245,0.0395
Toronto_Downtown,NO2,2017-2019,May,0.027,0.0286
Toronto_Downtown,NO2,2017-2019,June,0.6275,0.6444
Toronto_Downtown,NO2,2020,January,0.0216,0.5963
Toronto_Downtown,NO2,2020,February,0.3063,0.0957
Toronto_Downtown,NO2,2020,March,0.135,0.1334
Toronto_Downtown,NO2,2020,April,0.0992,0.0375
Toronto_Downtown,NO2,2020,May,0.025,0.0051
Toronto_Downtown,NO2,2020,June,0.5975,0.2749
Toronto_East,O3,2017-2019,January,0.0467,0.0223
Toronto_East,O3,2017-2019,February,0.1236,0.0268
Toronto_East,O3,2017-2019,March,0.9593,0.8045
Toronto_East,O3,2017-2019,April,0.8216,0.8068
Toronto_East,O3,2017-2019,May,1e-4,0.003
Toronto_East,O3,2017-2019,June,0.7855,0.5132
Toronto_East,O3,2020,January,0.532,0.1453
Toronto_East,O3,2020,February,0.1932,0.2775
Toronto_East,O3,2020,March,0.0237,0.0559
Toronto_East,O3,2020,April,0.0144,0.019
Toronto_East,O3,2020,May,0.7198,0.6517
Toronto_East,O3,2020,June,0.0039,0.0494
Toronto_East,PM25,2017-2019,January,0.0627,0.2402
Toronto_East,PM25,2017-2019,February,0.6163,0.3204
Toronto_East,PM25,2017-2019,March,3e-4,0.0013
Toronto_East,PM25,2017-2019,April,0.7753,0.8701
Toronto_East,PM25,2017-2019,May,6e-4,0.001
Toronto_East,PM25,2017-2019,June,0.9006,0.8882
Toronto_East,PM25,2020,January,0.241,0.2616
Toronto_East,PM25,2020,February,0.2574,0.3394
Toronto_East,PM25,2020,March,0.7325,0.8838
Toronto_East,PM25,2020,April,0.9903,0.6209
Toronto_East,PM25,2020,May,0.1392,0.1934
Toronto_East,PM25,2020,June,0.3239,0.471
Toronto_East,NO2,2017-2019,January,0.1568,0.1493
Toronto_East,NO2,2017-2019,February,0.3894,0.0709
Toronto_East,NO2,2017-2019,March,2e-4,8e-4
Toronto_East,NO2,2017-2019,April,0.1748,0.2073
Toronto_East,NO2,2017-2019,May,0.0421,0.1581
Toronto_East,NO2,2017-2019,June,0.0044,0.0026
Toronto_East,NO2,2020,January,0.0735,0.0202
Toronto_East,NO2,2020,February,0.004,0.206
Toronto_East,NO2,2020,March,0.0037,0.0055
Toronto_East,NO2,2020,April,0.0033,0.0118
Toronto_East,NO2,2020,May,0.0329,0.0747
Toronto_East,NO2,2020,June,0.0025,0.0011
Toronto_West,O3,2017-2019,January,0.4396,0.534
Toronto_West,O3,2017-2019,February,0.5695,0.7878
Toronto_West,O3,2017-2019,March,0.4946,0.3292
Toronto_West,O3,2017-2019,April,0.3928,0.8927
Toronto_West,O3,2017-2019,May,1e-4,0.001
Toronto_West,O3,2017-2019,June,0.7988,0.5722
Toronto_West,O3,2020,January,0.2494,0.1595
Toronto_West,O3,2020,February,0.0354,0.0209
Toronto_West,O3,2020,March,0.1568,0.1713
Toronto_West,O3,2020,April,0.0082,0.0087
Toronto_West,O3,2020,May,0.6151,0.5548
Toronto_West,O3,2020,June,0.0463,0.1749
Toronto_West,PM25,2017-2019,January,0.1794,0.7332
Toronto_West,PM25,2017-2019,February,0.4298,0.2293
Toronto_West,PM25,2017-2019,March,0.0018,0.0083
Toronto_West,PM25,2017-2019,April,0.1428,0.7053
Toronto_West,PM25,2017-2019,May,3e-4,0.0025
Toronto_West,PM25,2017-2019,June,0.8581,0.7478
Toronto_West,PM25,2020,January,0.0346,0.0252
Toronto_West,PM25,2020,February,0.1428,0.5656
Toronto_West,PM25,2020,March,0.8507,0.3429
Toronto_West,PM25,2020,April,0.8201,0.3246
Toronto_West,PM25,2020,May,0.4,0.1368
Toronto_West,PM25,2020,June,0.5974,0.9248
Toronto_West,NO2,2017-2019,January,0.2211,0.0275
Toronto_West,NO2,2017-2019,February,0.2161,0.2975
Toronto_West,NO2,2017-2019,March,1e-4,0
Toronto_West,NO2,2017-2019,April,0.005,0.0223
Toronto_West,NO2,2017-2019,May,0.0729,0.2229
Toronto_West,NO2,2017-2019,June,0.2765,0.3017
Toronto_West,NO2,2020,January,0.244,0.1267
Toronto_West,NO2,2020,February,0.0994,0.5381
Toronto_West,NO2,2020,March,0.0755,0.0691
Toronto_West,NO2,2020,April,7e-4,0.0014
Toronto_West,NO2,2020,May,0.005,0.0086
Toronto_West,NO2,2020,June,0.0145,0.0094
Toronto_West,CO,2017-2019,January,0.5366,0.238
Toronto_West,CO,2017-2019,February,0.6308,0.2924
Toronto_West,CO,2017-2019,March,0.001,0.004
Toronto_West,CO,2017-2019,April,0.4202,0.8567
Toronto_West,CO,2017-2019,May,0.1692,0.4316
Toronto_West,CO,2017-2019,June,0.0466,0.1428
Toronto_West,CO,2020,January,0.1523,0.2451
Toronto_West,CO,2020,February,0.0229,0.27
Toronto_West,CO,2020,March,0.2392,0.4834
Toronto_West,CO,2020,April,0,1e-4
Toronto_West,CO,2020,May,0.0328,0.0487
Toronto_West,CO,2020,June,0.8201,0.6077
Toronto_West,SO2,2017-2019,January,0,0
Toronto_West,SO2,2017-2019,February,0.0297,0.0638
Toronto_West,SO2,2017-2019,March,0.0278,0.0733
Toronto_West,SO2,2017-2019,April,0.3215,0.8913
Toronto_West,SO2,2017-2019,May,0.0018,0.0038
Toronto_West,SO2,2017-2019,June,0.71,0.7969
Toronto_West,SO2,2020,January,0.0084,0.1982
Toronto_West,SO2,2020,February,0.0641,0.0285
Toronto_West,SO2,2020,March,0.1647,0.1809
Toronto_West,SO2,2020,April,0.0447,0.1496
Toronto_West,SO2,2020,May,0.0139,0.0179
Toronto_West,SO2,2020,June,0.0183,0.7092
Windsor_Downtown,O3,2017-2019,January,0.0203,0.0215
Windsor_Downtown,O3,2017-2019,February,0.2568,0.4174
Windsor_Downtown,O3,2017-2019,March,0.8101,0.1066
Windsor_Downtown,O3,2017-2019,April,0.1172,0.1274
Windsor_Downtown,O3,2017-2019,May,0,1e-4
Windsor_Downtown,O3,2017-2019,June,0.8141,0.6579
Windsor_Downtown,O3,2020,January,0.5152,0.1681
Windsor_Downtown,O3,2020,February,0.1664,0.4131
Windsor_Downtown,O3,2020,March,1e-4,0.0027
Windsor_Downtown,O3,2020,April,0.1836,0.47
Windsor_Downtown,O3,2020,May,0.466,0.5015
Windsor_Downtown,O3,2020,June,0.1488,0.3935
Windsor_Downtown,PM25,2017-2019,January,0.0496,0.1232
Windsor_Downtown,PM25,2017-2019,February,0.9152,0.8745
Windsor_Downtown,PM25,2017-2019,March,0.0025,0.0039
Windsor_Downtown,PM25,2017-2019,April,0.3554,0.2757
Windsor_Downtown,PM25,2017-2019,May,2e-4,0.003
Windsor_Downtown,PM25,2017-2019,June,0.0792,0.3714
Windsor_Downtown,PM25,2020,January,0.0171,0.0419
Windsor_Downtown,PM25,2020,February,0.1451,0.6528
Windsor_Downtown,PM25,2020,March,0.9484,0.0589
Windsor_Downtown,PM25,2020,April,0.4571,0.1972
Windsor_Downtown,PM25,2020,May,0.0011,0.0091
Windsor_Downtown,PM25,2020,June,0.1714,0.4572
Windsor_Downtown,NO2,2017-2019,January,0.0166,0.0105
Windsor_Downtown,NO2,2017-2019,February,0.258,0.5559
Windsor_Downtown,NO2,2017-2019,March,0.0079,2e-4
Windsor_Downtown,NO2,2017-2019,April,0.0114,0.0023
Windsor_Downtown,NO2,2017-2019,May,0.0196,0.0562
Windsor_Downtown,NO2,2017-2019,June,0.0774,0.251
Windsor_Downtown,NO2,2020,January,0.0029,0.0108
Windsor_Downtown,NO2,2020,February,0.0118,0.0643
Windsor_Downtown,NO2,2020,March,0.0125,0.1319
Windsor_Downtown,NO2,2020,April,0.0157,0.0621
Windsor_Downtown,NO2,2020,May,0,0
Windsor_Downtown,NO2,2020,June,0.0189,0.0211
Windsor_Downtown,CO,2017-2019,January,0.0052,0.0351
Windsor_Downtown,CO,2017-2019,February,0.4116,0.3164
Windsor_Downtown,CO,2017-2019,March,0.0026,0.0116
Windsor_Downtown,CO,2017-2019,April,0.3581,0.0134
Windsor_Downtown,CO,2017-2019,May,0,7e-4
Windsor_Downtown,CO,2017-2019,June,0.6425,0.4838
Windsor_Downtown,CO,2020,January,1e-4,0.0063
Windsor_Downtown,CO,2020,February,0.0044,0.0028
Windsor_Downtown,CO,2020,March,0.1978,0.4281
Windsor_Downtown,CO,2020,April,0.0125,0.0164
Windsor_Downtown,CO,2020,May,0,0.008
Windsor_Downtown,CO,2020,June,0.0048,0.0417
Windsor_Downtown,SO2,2017-2019,January,0.0166,0.0506
Windsor_Downtown,SO2,2017-2019,February,0.0137,0.0549
Windsor_Downtown,SO2,2017-2019,March,0.4381,0.1683
Windsor_Downtown,SO2,2017-2019,April,0.0033,0.0964
Windsor_Downtown,SO2,2017-2019,May,0.0065,0.0018
Windsor_Downtown,SO2,2017-2019,June,0.2052,0.0576
Windsor_Downtown,SO2,2020,January,0.0042,0.0168
Windsor_Downtown,SO2,2020,February,0.0099,0.0617
Windsor_Downtown,SO2,2020,March,0.0711,0.1561
Windsor_Downtown,SO2,2020,April,0.0307,0.0232
Windsor_Downtown,SO2,2020,May,0,0.0067
Windsor_Downtown,SO2,2020,June,0.1263,0.7117
Windsor_West,O3,2017-2019,January,0.0188,0.0256
Windsor_West,O3,2017-2019,February,0.179,0.2427
Windsor_West,O3,2017-2019,March,0.123,0.4143
Windsor_West,O3,2017-2019,April,0.5093,0.1517
Windsor_West,O3,2017-2019,May,1e-4,0.0016
Windsor_West,O3,2017-2019,June,0.7977,0.7534
Windsor_West,O3,2020,January,0.9619,0.8231
Windsor_West,O3,2020,February,0.5506,0.5865
Windsor_West,O3,2020,March,0,0
Windsor_West,O3,2020,April,1e-4,8e-4
Windsor_West,O3,2020,May,0.0237,0.0398
Windsor_West,O3,2020,June,0.9878,0.6822
Windsor_West,PM25,2017-2019,January,0.18,0.3398
Windsor_West,PM25,2017-2019,February,0.9516,0.9539
Windsor_West,PM25,2017-2019,March,0,7e-4
Windsor_West,PM25,2017-2019,April,0.5671,0.6721
Windsor_West,PM25,2017-2019,May,0.0084,1e-4
Windsor_West,PM25,2017-2019,June,0.5952,0.7829
Windsor_West,PM25,2020,January,0.6988,0.3204
Windsor_West,PM25,2020,February,0.4875,0.7598
Windsor_West,PM25,2020,March,0.0482,0.0512
Windsor_West,PM25,2020,April,0.116,0.0031
Windsor_West,PM25,2020,May,0.2096,0.4183
Windsor_West,PM25,2020,June,0.4624,0.1346
Windsor_West,NO2,2017-2019,January,0.8388,0.6332
Windsor_West,NO2,2017-2019,February,0.922,0.9911
Windsor_West,NO2,2017-2019,March,4e-4,0.0049
Windsor_West,NO2,2017-2019,April,0.2864,0.5063
Windsor_West,NO2,2017-2019,May,0.1144,0.502
Windsor_West,NO2,2017-2019,June,0,6e-4
Windsor_West,NO2,2020,January,0.248,0.4451
Windsor_West,NO2,2020,February,0.109,0.3563
Windsor_West,NO2,2020,March,0.2698,0.3771
Windsor_West,NO2,2020,April,0.4617,0.2708
Windsor_West,NO2,2020,May,0,0
Windsor_West,NO2,2020,June,0.3091,0.2782
Windsor_West,SO2,2017-2019,January,0.5308,0.4581
Windsor_West,SO2,2017-2019,February,0.0753,0.0073
Windsor_West,SO2,2017-2019,March,0.0816,0.3238
Windsor_West,SO2,2017-2019,April,0.1651,0.1156
Windsor_West,SO2,2017-2019,May,0.1051,0.1456
Windsor_West,SO2,2017-2019,June,0.2523,0.0437
Windsor_West,SO2,2020,January,0.7643,0.8766
Windsor_West,SO2,2020,February,0.7116,0.2724
Windsor_West,SO2,2020,March,0.0566,0.078
Windsor_West,SO2,2020,April,0.762,0.8465
Windsor_West,SO2,2020,May,0.1188,0.5225
Windsor_West,SO2,2020,June,0.2831,0.1813
Toronto_North,O3,2017-2019,January,0.35,0.3628
Toronto_North,O3,2017-2019,February,0.18,0.2062
Toronto_North,O3,2017-2019,March,0.508,0.3178
Toronto_North,O3,2017-2019,April,0.2913,0.6494
Toronto_North,O3,2017-2019,May,0,4e-4
Toronto_North,O3,2017-2019,June,0.1688,0.2256
Toronto_North,O3,2020,January,0.7552,0.3607
Toronto_North,O3,2020,February,0.1049,0.3165
Toronto_North,O3,2020,March,0.008,0.0146
Toronto_North,O3,2020,April,0.0673,0.0185
Toronto_North,O3,2020,May,0.8252,0.6219
Toronto_North,O3,2020,June,0.0126,0.0303
Toronto_North,PM25,2017-2019,January,0.046,0.4624
Toronto_North,PM25,2017-2019,February,0.4418,0.033
Toronto_North,PM25,2017-2019,March,0.0225,0.046
Toronto_North,PM25,2017-2019,April,0.4968,0.9058
Toronto_North,PM25,2017-2019,May,5e-4,0.0083
Toronto_North,PM25,2017-2019,June,0.5324,0.6995
Toronto_North,PM25,2020,January,0.1684,0.2024
Toronto_North,PM25,2020,February,0.1842,0.1963
Toronto_North,PM25,2020,March,0.5343,0.9056
Toronto_North,PM25,2020,April,0.5589,0.6086
Toronto_North,PM25,2020,May,0.0833,0.1081
Toronto_North,PM25,2020,June,0.9737,0.9364
Toronto_North,NO2,2017-2019,January,0.2247,0.1774
Toronto_North,NO2,2017-2019,February,0.9439,0.274
Toronto_North,NO2,2017-2019,March,0,0
Toronto_North,NO2,2017-2019,April,0.0828,0.0643
Toronto_North,NO2,2017-2019,May,0.0987,0.0781
Toronto_North,NO2,2017-2019,June,0.4156,0.4504
Toronto_North,NO2,2020,January,0.1382,0.0519
Toronto_North,NO2,2020,February,0.0088,0.0652
Toronto_North,NO2,2020,March,0.5506,0.6353
Toronto_North,NO2,2020,April,0.0495,0.0906
Toronto_North,NO2,2020,May,0.3873,0.1604
Toronto_North,NO2,2020,June,0.1141,0.222
Toronto_North,SO2,2017-2019,January,6e-4,6e-4
Toronto_North,SO2,2017-2019,February,0.0174,0.0011
Toronto_North,SO2,2017-2019,March,0.0548,0
Toronto_North,SO2,2017-2019,April,0.9073,0.0839
Toronto_North,SO2,2017-2019,May,1e-4,2e-4
Toronto_North,SO2,2017-2019,June,0.001,0.0056
Toronto_North,SO2,2020,January,0.382,0.3289
Toronto_North,SO2,2020,February,0.4866,0.1405
Toronto_North,SO2,2020,March,0.4722,0.1079
Toronto_North,SO2,2020,April,0.2161,0.7924
Toronto_North,SO2,2020,May,0.759,0.0797
Toronto_North,SO2,2020,June,0.9122,0.2596
