Station,Pollutant,Period,Month,Pval_mean,Pval_med
Kitchener,PM25,2020,February,0.1826,0.1504
Kitchener,PM25,2020,March,0.4321,0.1388
Kitchener,PM25,2020,April,0.8368,0.7253
Kitchener,PM25,2020,May,0.1899,0.264
Kitchener,PM25,2020,June,0.8812,0.6601
Kitchener,NO2,2017-2019,January,0.4272,0.3282
Kitchener,NO2,2017-2019,February,0.5764,0.341
Kitchener,NO2,2017-2019,March,1e-4,0.0113
Kitchener,NO2,2017-2019,April,0.066,0.1781
Kitchener,NO2,2017-2019,May,0.8503,0.8339
Kitchener,NO2,2017-2019,June,0.7995,0.9573
Kitchener,NO2,2020,January,0.2158,0.2228
Kitchener,NO2,2020,February,0.1157,0.5306
Kitchener,NO2,2020,March,0.8287,0.273
Kitchener,NO2,2020,April,0.0691,0.2177
Kitchener,NO2,2020,May,0.0394,0.0261
Kitchener,NO2,2020,June,0,0
London,O3,2017-2019,January,0.4117,0.7575
London,O3,2017-2019,February,0.1609,0.2416
London,O3,2017-2019,March,0.0062,0.0343
London,O3,2017-2019,April,0.4678,0.0081
London,O3,2017-2019,May,1e-4,0.0025
London,O3,2017-2019,June,0.0968,0.8196
London,O3,2020,January,0.5516,0.8865
London,O3,2020,February,0.0259,0.1084
London,O3,2020,March,0,0.0014
London,O3,2020,April,0.9558,0.3827
London,O3,2020,May,0.0966,0.3648
London,O3,2020,June,0.7225,0.4954
London,PM25,2017-2019,January,0.4091,0.3274
London,PM25,2017-2019,February,0.9226,0.8507
London,PM25,2017-2019,March,0.0054,0.0062
London,PM25,2017-2019,April,0.98,0.7617
London,PM25,2017-2019,May,4e-4,0.0039
London,PM25,2017-2019,June,0.1187,0.1883
London,PM25,2020,January,0.3806,0.0967
London,PM25,2020,February,0.0962,0.4253
London,PM25,2020,March,0.9662,0.1535
London,PM25,2020,April,0.3111,0.5053
London,PM25,2020,May,0.0518,0.18
London,PM25,2020,June,0.3059,0.2141
London,NO2,2017-2019,January,0.6331,0.9351
London,NO2,2017-2019,February,0.3204,0.3543
London,NO2,2017-2019,March,1e-4,2e-4
London,NO2,2017-2019,April,0.0532,0.3071
London,NO2,2017-2019,May,0.0308,0.0333
London,NO2,2017-2019,June,0.4428,0.7273
London,NO2,2020,January,0.2048,0.134
London,NO2,2020,February,0.0176,0.0497
London,NO2,2020,March,0.0838,0.1646
London,NO2,2020,April,6e-4,0
London,NO2,2020,May,1e-4,3e-4
London,NO2,2020,June,1e-4,6e-4
Milton,O3,2017-2019,January,NA,NA
Milton,O3,2017-2019,February,NA,NA
Milton,O3,2017-2019,March,NA,NA
Milton,O3,2017-2019,April,NA,NA
Milton,O3,2017-2019,May,NA,NA
Milton,O3,2017-2019,June,NA,NA
Milton,O3,2020,January,0.7782,0.8496
Milton,O3,2020,February,0.8482,0.4543
Milton,O3,2020,March,0.0051,0.0256
Milton,O3,2020,April,0.0159,0.0469
Milton,O3,2020,May,0.009,0.0878
Milton,O3,2020,June,0.0224,0.057
Milton,PM25,2017-2019,January,NA,NA
Milton,PM25,2017-2019,February,NA,NA
Milton,PM25,2017-2019,March,NA,NA
Milton,PM25,2017-2019,April,NA,NA
Milton,PM25,2017-2019,May,NA,NA
Milton,PM25,2017-2019,June,NA,NA
Milton,PM25,2020,January,0.7637,0.2793
Milton,PM25,2020,February,0.309,0.4967
Milton,PM25,2020,March,0.0488,0.0412
Milton,PM25,2020,April,0.4953,0.685
Milton,PM25,2020,May,0.9209,0.4706
Milton,PM25,2020,June,0.6964,0.2522
Milton,NO2,2017-2019,January,NA,NA
Milton,NO2,2017-2019,February,NA,NA
Milton,NO2,2017-2019,March,NA,NA
Milton,NO2,2017-2019,April,NA,NA
Milton,NO2,2017-2019,May,NA,NA
Milton,NO2,2017-2019,June,NA,NA
Milton,NO2,2020,January,0.2231,0.2371
Milton,NO2,2020,February,0.2588,0.8882
Milton,NO2,2020,March,0.0658,0.097
Milton,NO2,2020,April,0.0088,0.0153
Milton,NO2,2020,May,0.0472,0.0155
Milton,NO2,2020,June,0.0645,0.2399
Milton,SO2,2017-2019,January,NA,NA
Milton,SO2,2017-2019,February,NA,NA
Milton,SO2,2017-2019,March,NA,NA
Milton,SO2,2017-2019,April,NA,NA
Milton,SO2,2017-2019,May,NA,NA
Milton,SO2,2017-2019,June,NA,NA
Milton,SO2,2020,January,0,0
Milton,SO2,2020,February,0.2203,0.9037
Milton,SO2,2020,March,0,0
Milton,SO2,2020,April,0,0
Milton,SO2,2020,May,0,0.0026
Milton,SO2,2020,June,0,1e-4
Mississauga,O3,2017-2019,January,0.4287,0.2571
Mississauga,O3,2017-2019,February,0.4359,0.9572
Mississauga,O3,2017-2019,March,0.9219,0.2562
Mississauga,O3,2017-2019,April,0.0728,0.046
Mississauga,O3,2017-2019,May,4e-4,0.0221
Mississauga,O3,2017-2019,June,0.0519,0.1401
Mississauga,O3,2020,January,0.727,0.5171
Mississauga,O3,2020,February,0.81,0.6171
Mississauga,O3,2020,March,3e-4,0
Mississauga,O3,2020,April,0.8091,0.7442
Mississauga,O3,2020,May,0.3464,0.6587
Mississauga,O3,2020,June,0.212,0.096
Mississauga,PM25,2017-2019,January,0.2861,0.5643
Mississauga,PM25,2017-2019,February,0.3407,0.4027
Mississauga,PM25,2017-2019,March,0.002,0.003
Mississauga,PM25,2017-2019,April,0.2656,0.2366
Mississauga,PM25,2017-2019,May,0.0021,0.0087
Mississauga,PM25,2017-2019,June,0.8788,0.9467
Mississauga,PM25,2020,January,0.1276,0.273
Mississauga,PM25,2020,February,0.1485,0.2178
Mississauga,PM25,2020,March,0.963,0.4725
Mississauga,PM25,2020,April,0.7318,0.4233
Mississauga,PM25,2020,May,0.4653,0.0817
Mississauga,PM25,2020,June,0.6183,0.8721
Mississauga,NO2,2017-2019,January,0.5201,0.6537
Mississauga,NO2,2017-2019,February,0.4015,0.7943
Mississauga,NO2,2017-2019,March,0.0081,0.037
Mississauga,NO2,2017-2019,April,0.3147,0.6832
Mississauga,NO2,2017-2019,May,0.3218,0.2343
Mississauga,NO2,2017-2019,June,0.0995,0.3238
Mississauga,NO2,2020,January,0.3994,0.1433
Mississauga,NO2,2020,February,0.8163,0.7885
Mississauga,NO2,2020,March,0.2018,0.2584
Mississauga,NO2,2020,April,0.0169,0.0832
Mississauga,NO2,2020,May,0.0384,0.1008
Mississauga,NO2,2020,June,0.0465,0.2713
Newmarket,O3,2017-2019,January,0.1349,0.1789
Newmarket,O3,2017-2019,February,0.3472,0.2389
Newmarket,O3,2017-2019,March,0.0467,0.032
Newmarket,O3,2017-2019,April,0.0064,0.0562
Newmarket,O3,2017-2019,May,0,0
Newmarket,O3,2017-2019,June,0.3949,0.9569
Newmarket,O3,2020,January,0.9098,0.9053
Newmarket,O3,2020,February,0.384,0.4657
Newmarket,O3,2020,March,4e-4,0.001
Newmarket,O3,2020,April,0.2702,0.3973
Newmarket,O3,2020,May,0.3032,0.3142
Newmarket,O3,2020,June,0.2843,0.1663
Newmarket,PM25,2017-2019,January,0.0084,0.2338
Newmarket,PM25,2017-2019,February,0.5058,0.3479
Newmarket,PM25,2017-2019,March,0.0817,0.0202
Newmarket,PM25,2017-2019,April,0.3261,0.5968
Newmarket,PM25,2017-2019,May,0.0025,0.0419
Newmarket,PM25,2017-2019,June,0.2355,0.2094
Newmarket,PM25,2020,January,0.4127,0.2417
Newmarket,PM25,2020,February,0.4186,0.7335
Newmarket,PM25,2020,March,0.9948,0.2725
Newmarket,PM25,2020,April,0.684,0.3794
Newmarket,PM25,2020,May,0.2673,0.1552
Newmarket,PM25,2020,June,0.1505,0.1236
Newmarket,NO2,2017-2019,January,0.0146,0.0387
Newmarket,NO2,2017-2019,February,0.4306,0.204
Newmarket,NO2,2017-2019,March,0.038,0.3218
Newmarket,NO2,2017-2019,April,0.4618,0.4064
Newmarket,NO2,2017-2019,May,0.0798,0.189
Newmarket,NO2,2017-2019,June,0.3586,0.2293
Newmarket,NO2,2020,January,0.1016,0.0362
Newmarket,NO2,2020,February,0.0087,0.1451
Newmarket,NO2,2020,March,0.3129,0.4778
Newmarket,NO2,2020,April,0.0339,0.1616
Newmarket,NO2,2020,May,0.0141,0.0022
Newmarket,NO2,2020,June,0.0152,0.2168
North_Bay,O3,2017-2019,January,6e-4,0.0025
North_Bay,O3,2017-2019,February,0.6864,0.275
North_Bay,O3,2017-2019,March,0.7404,0.8231
North_Bay,O3,2017-2019,April,0.8002,0.8537
North_Bay,O3,2017-2019,May,0.4713,0.1635
North_Bay,O3,2017-2019,June,0.6503,0.5669
North_Bay,O3,2020,January,0.2422,0.606
North_Bay,O3,2020,February,0.0626,0.111
North_Bay,O3,2020,March,0.107,0.017
North_Bay,O3,2020,April,0.1592,0.2567
North_Bay,O3,2020,May,0.0798,0.0903
North_Bay,O3,2020,June,0.6684,0.6542
North_Bay,PM25,2017-2019,January,0.1389,0.4982
North_Bay,PM25,2017-2019,February,0.0082,0.0747
North_Bay,PM25,2017-2019,March,4e-4,2e-4
North_Bay,PM25,2017-2019,April,0.0329,0.3374
North_Bay,PM25,2017-2019,May,0,0
North_Bay,PM25,2017-2019,June,0.05,0.0218
North_Bay,PM25,2020,January,0.3301,0.1164
North_Bay,PM25,2020,February,0.6431,0.5386
North_Bay,PM25,2020,March,0.829,0.7823
North_Bay,PM25,2020,April,0.6004,0.4178
North_Bay,PM25,2020,May,0.5668,0.6297
North_Bay,PM25,2020,June,0.053900000000000003,0.3801
North_Bay,NO2,2017-2019,January,0.2326,0.6931
North_Bay,NO2,2017-2019,February,0.1626,0.5012
North_Bay,NO2,2017-2019,March,0,0
North_Bay,NO2,2017-2019,April,0.0313,0.0223
North_Bay,NO2,2017-2019,May,0.0262,0.052
North_Bay,NO2,2017-2019,June,0.216,0.8911
North_Bay,NO2,2020,January,0.7343,0.0594
North_Bay,NO2,2020,February,0.0484,0.3524
North_Bay,NO2,2020,March,0.3012,0.8332
North_Bay,NO2,2020,April,0.0179,0.2043
North_Bay,NO2,2020,May,0.0995,0.1626
North_Bay,NO2,2020,June,0.8657,0.934
Oakville,O3,2017-2019,January,0.0681,0.06
Oakville,O3,2017-2019,February,0.3139,0.9705
Oakville,O3,2017-2019,March,0.22,0.2738
Oakville,O3,2017-2019,April,0.0114,0.0337
Oakville,O3,2017-2019,May,0,3e-4
Oakville,O3,2017-2019,June,0.6103,0.9282
Oakville,O3,2020,January,0.9959,0.6424
Oakville,O3,2020,February,0.4584,0.5114
Oakville,O3,2020,March,0.0013,0.002
Oakville,O3,2020,April,0.3977,0.3947
Oakville,O3,2020,May,0.4572,0.8261
Oakville,O3,2020,June,0.0796,0.0702
Oakville,PM25,2017-2019,January,0.6328,0.9434
Oakville,PM25,2017-2019,February,0.4825,0.7874
Oakville,PM25,2017-2019,March,1e-4,0.0048
Oakville,PM25,2017-2019,April,0.2452,0.4021
Oakville,PM25,2017-2019,May,0.0032,0.0057
Oakville,PM25,2017-2019,June,0.3829,0.786
Oakville,PM25,2020,January,0.0358,0.0455
Oakville,PM25,2020,February,0.078,0.2107
Oakville,PM25,2020,March,0.5298,0.4511
Oakville,PM25,2020,April,0.1369,0.2347
Oakville,PM25,2020,May,0.0387,0.0253
Oakville,PM25,2020,June,0.4357,0.4576
Oakville,NO2,2017-2019,January,0.2395,0.7099
Oakville,NO2,2017-2019,February,0.1329,0.0705
Oakville,NO2,2017-2019,March,0.0082,0.147
Oakville,NO2,2017-2019,April,0.1365,0.3123
Oakville,NO2,2017-2019,May,0.508,0.2251
Oakville,NO2,2017-2019,June,0.2039,0.1771
Oakville,NO2,2020,January,0.272,0.2366
Oakville,NO2,2020,February,0.0955,0.8053
Oakville,NO2,2020,March,0.3239,0.8403
Oakville,NO2,2020,April,0.0065,0.0634
Oakville,NO2,2020,May,6e-4,0
Oakville,NO2,2020,June,0.0121,0.0933
Ottawa_Downtown,O3,2017-2019,January,0.3108,0.0258
Ottawa_Downtown,O3,2017-2019,February,0.509,0.8033
Ottawa_Downtown,O3,2017-2019,March,0.0877,0.2376
Ottawa_Downtown,O3,2017-2019,April,0.006,0.0057
Ottawa_Downtown,O3,2017-2019,May,0.0054,0.0014
Ottawa_Downtown,O3,2017-2019,June,0.8572,0.6168
Ottawa_Downtown,O3,2020,January,0.6176,0.2267
Ottawa_Downtown,O3,2020,February,0.6924,0.9274
Ottawa_Downtown,O3,2020,March,0.016,0.0055
Ottawa_Downtown,O3,2020,April,0.7227,0.6465
Ottawa_Downtown,O3,2020,May,0.0821,0.0736
Ottawa_Downtown,O3,2020,June,0.0457,0.0398
Ottawa_Downtown,PM25,2017-2019,January,0.2649,0.2426
Ottawa_Downtown,PM25,2017-2019,February,0.4534,0.2784
Ottawa_Downtown,PM25,2017-2019,March,0.0037,0.0279
Ottawa_Downtown,PM25,2017-2019,April,0.2862,0.5195
Ottawa_Downtown,PM25,2017-2019,May,0.0048,6e-4
Ottawa_Downtown,PM25,2017-2019,June,0.2952,0.2535
Ottawa_Downtown,PM25,2020,January,0.64,0.5947
Ottawa_Downtown,PM25,2020,February,0.3317,0.9611
Ottawa_Downtown,PM25,2020,March,0.2552,0.088
Ottawa_Downtown,PM25,2020,April,0.6278,0.1252
Ottawa_Downtown,PM25,2020,May,0.0042,0.0166
Ottawa_Downtown,PM25,2020,June,0.2254,0.0425
Ottawa_Downtown,NO2,2017-2019,January,0.3216,0.3517
Ottawa_Downtown,NO2,2017-2019,February,0.0866,0.0573
Ottawa_Downtown,NO2,2017-2019,March,0.0057,0.0754
Ottawa_Downtown,NO2,2017-2019,April,0.2521,0.4903
Ottawa_Downtown,NO2,2017-2019,May,0.0058,0.1291
Ottawa_Downtown,NO2,2017-2019,June,0.9063,0.7571
Ottawa_Downtown,NO2,2020,January,0.4507,0.4817
Ottawa_Downtown,NO2,2020,February,0.6377,0.6346
Ottawa_Downtown,NO2,2020,March,0.5063,0.7016
Ottawa_Downtown,NO2,2020,April,0.0116,0.3501
Ottawa_Downtown,NO2,2020,May,0.0088,0.0012
Ottawa_Downtown,NO2,2020,June,0.0109,0.0312
Ottawa_Downtown,CO,2017-2019,January,NA,NA
Ottawa_Downtown,CO,2017-2019,February,NA,NA
Ottawa_Downtown,CO,2017-2019,March,0.0032,0.0182
Ottawa_Downtown,CO,2017-2019,April,0.2145,0.51
Ottawa_Downtown,CO,2017-2019,May,0.001,8e-4
Ottawa_Downtown,CO,2017-2019,June,0.3088,0.0571
Ottawa_Downtown,CO,2020,January,0.666,0.8462
Ottawa_Downtown,CO,2020,February,0.731,0.1536
Ottawa_Downtown,CO,2020,March,0.6738,0.1106
Ottawa_Downtown,CO,2020,April,0,0.0014
Ottawa_Downtown,CO,2020,May,0.0207,1e-4
Ottawa_Downtown,CO,2020,June,0.0503,0.2979
Ottawa_Downtown,SO2,2017-2019,January,0.0056,0
Ottawa_Downtown,SO2,2017-2019,February,0.0014,0.0036
Ottawa_Downtown,SO2,2017-2019,March,0.0169,0
Ottawa_Downtown,SO2,2017-2019,April,0,0
Ottawa_Downtown,SO2,2017-2019,May,0,0
Ottawa_Downtown,SO2,2017-2019,June,0,0
Ottawa_Downtown,SO2,2020,January,0.6938,0.5563
Ottawa_Downtown,SO2,2020,February,0.024,0.005
Ottawa_Downtown,SO2,2020,March,0.2607,0.0084
Ottawa_Downtown,SO2,2020,April,0.0023,7e-4
Ottawa_Downtown,SO2,2020,May,6e-4,0.0063
Ottawa_Downtown,SO2,2020,June,0,0
Oshawa,O3,2017-2019,January,0.3292,0.2711
Oshawa,O3,2017-2019,February,0.2393,0.8218
Oshawa,O3,2017-2019,March,7e-4,1e-4
Oshawa,O3,2017-2019,April,0.0036,0.0087
Oshawa,O3,2017-2019,May,9e-4,0.0025
Oshawa,O3,2017-2019,June,0.0127,0.1187
Oshawa,O3,2020,January,0.7244,0.2167
Oshawa,O3,2020,February,0.122,0.1056
Oshawa,O3,2020,March,0.2008,0.3732
Oshawa,O3,2020,April,0.0283,0.1658
Oshawa,O3,2020,May,0.8869,0.5006
Oshawa,O3,2020,June,0.0215,0.0317
Oshawa,PM25,2017-2019,January,0.274,0.1329
Oshawa,PM25,2017-2019,February,0.7161,0.4235
Oshawa,PM25,2017-2019,March,0.0663,0.0204
Oshawa,PM25,2017-2019,April,0.0874,0.0469
Oshawa,PM25,2017-2019,May,NA,NA
Oshawa,PM25,2017-2019,June,NA,NA
Oshawa,PM25,2020,January,0.9324,0.6873
Oshawa,PM25,2020,February,0.8914,0.5967
Oshawa,PM25,2020,March,0.4363,0.8213
Oshawa,PM25,2020,April,0.7044,0.2823
Oshawa,PM25,2020,May,0.2142,0.5386
Oshawa,PM25,2020,June,0.1188,0.2001
Oshawa,NO2,2017-2019,January,1e-4,5e-4
Oshawa,NO2,2017-2019,February,0.0029,0.0089
Oshawa,NO2,2017-2019,March,0.0026,0.217
Oshawa,NO2,2017-2019,April,0.0232,0.2378
Oshawa,NO2,2017-2019,May,3e-4,0.002
Oshawa,NO2,2017-2019,June,0,0
Oshawa,NO2,2020,January,0.1822,0.1754
Oshawa,NO2,2020,February,0.0163,0.0815
Oshawa,NO2,2020,March,0.2043,0.7773
Oshawa,NO2,2020,April,0.0025,0.0723
Oshawa,NO2,2020,May,0.0104,0.056
Oshawa,NO2,2020,June,0.01,0.1055
Parry_Sound,O3,2017-2019,January,0.5663,0.7093
Parry_Sound,O3,2017-2019,February,0.9718,0.4197
Parry_Sound,O3,2017-2019,March,0.0303,0.0045
Parry_Sound,O3,2017-2019,April,0,1e-4
Parry_Sound,O3,2017-2019,May,0,0.0019
Parry_Sound,O3,2017-2019,June,0.3511,0.3933
Parry_Sound,O3,2020,January,0.7309,0.1977
Parry_Sound,O3,2020,February,0.0533,0.0755
Parry_Sound,O3,2020,March,0.0308,0.1871
Parry_Sound,O3,2020,April,0.9551,0.4457
Parry_Sound,O3,2020,May,0.2831,0.1422
Parry_Sound,O3,2020,June,0.3354,0.9946
Parry_Sound,PM25,2017-2019,January,0.0382,0.1217
Parry_Sound,PM25,2017-2019,February,0.1782,0.0893
Parry_Sound,PM25,2017-2019,March,0.0143,0.2596
Parry_Sound,PM25,2017-2019,April,0.0737,0.1706
Parry_Sound,PM25,2017-2019,May,0,0
Parry_Sound,PM25,2017-2019,June,0.9843,0.4698
Parry_Sound,PM25,2020,January,0.1883,0.5227
Parry_Sound,PM25,2020,February,0.6638,0.2762
Parry_Sound,PM25,2020,March,0.2654,0.4328
Parry_Sound,PM25,2020,April,0.4701,0.2163
Parry_Sound,PM25,2020,May,0.6593,0.4605
Parry_Sound,PM25,2020,June,0.0014,0
Parry_Sound,NO2,2017-2019,January,0.0213,0.193
Parry_Sound,NO2,2017-2019,February,0.0599,0.0147
Parry_Sound,NO2,2017-2019,March,0.0064,0.004
Parry_Sound,NO2,2017-2019,April,0.404,0.8706
Parry_Sound,NO2,2017-2019,May,0.0292,0.0555
Parry_Sound,NO2,2017-2019,June,0.1299,0.6714
Parry_Sound,NO2,2020,January,0.803,0.7797
Parry_Sound,NO2,2020,February,0.0781,0.6446
Parry_Sound,NO2,2020,March,0.3787,0.8725
Parry_Sound,NO2,2020,April,0.3641,0.5518
Parry_Sound,NO2,2020,May,0.058,0.0921
Parry_Sound,NO2,2020,June,0.549,0.4005
Peterborough,O3,2017-2019,January,0.4779,0.1051
Peterborough,O3,2017-2019,February,0.0835,0.0254
Peterborough,O3,2017-2019,March,0.3122,0.1388
Peterborough,O3,2017-2019,April,0.0063,0.0243
Peterborough,O3,2017-2019,May,0,3e-4
Peterborough,O3,2017-2019,June,0.3361,0.8107
Peterborough,O3,2020,January,0.2639,0.5417
Peterborough,O3,2020,February,0.6046,0.622
Peterborough,O3,2020,March,0,0
Peterborough,O3,2020,April,0.5142,0.6308
Peterborough,O3,2020,May,0.0702,0.3921
Peterborough,O3,2020,June,0.364,0.1859
Peterborough,PM25,2017-2019,January,0.0708,0.4003
Peterborough,PM25,2017-2019,February,0.6966,0.0599
Peterborough,PM25,2017-2019,March,5e-4,0.0063
Peterborough,PM25,2017-2019,April,0.3944,0.6922
Peterborough,PM25,2017-2019,May,2e-4,0
Peterborough,PM25,2017-2019,June,0.1728,0.0102
Peterborough,PM25,2020,January,0.1067,0.0111
Peterborough,PM25,2020,February,0.2023,0.5061
Peterborough,PM25,2020,March,0.7526,0.1999
Peterborough,PM25,2020,April,0.9763,0.918
Peterborough,PM25,2020,May,0.8599,0.6871
Peterborough,PM25,2020,June,0.0855,0.1163
Peterborough,NO2,2017-2019,January,0.0171,0.0051
Peterborough,NO2,2017-2019,February,0.0191,0.0736
Peterborough,NO2,2017-2019,March,5e-4,0.0056
Peterborough,NO2,2017-2019,April,0.8613,0.6459
Peterborough,NO2,2017-2019,May,0.0015,0.0109
Peterborough,NO2,2017-2019,June,0.0094,0.0209
Peterborough,NO2,2020,January,0.7132,0.9085
Peterborough,NO2,2020,February,0.1578,0.6041
Peterborough,NO2,2020,March,0.7211,0.6653
Peterborough,NO2,2020,April,0.0768,0.2645
Peterborough,NO2,2020,May,0.1336,0.0401
Peterborough,NO2,2020,June,0.6598,0.9025
Port_Stanley,O3,2017-2019,January,0.002,0.0062
Port_Stanley,O3,2017-2019,February,0.7702,0.253
Port_Stanley,O3,2017-2019,March,1e-4,1e-4
Port_Stanley,O3,2017-2019,April,0.0555,0.0732
Port_Stanley,O3,2017-2019,May,1e-4,1e-4
Port_Stanley,O3,2017-2019,June,0.2909,0.9161
Port_Stanley,O3,2020,January,0.9223,0.21
Port_Stanley,O3,2020,February,0.8199,0.3655
Port_Stanley,O3,2020,March,0,0
Port_Stanley,O3,2020,April,0.033,0.1236
Port_Stanley,O3,2020,May,0.029,0.0814
Port_Stanley,O3,2020,June,0.8276,0.4345
Port_Stanley,PM25,2017-2019,January,0.848,0.3284
Port_Stanley,PM25,2017-2019,February,0.8451,0.7573
Port_Stanley,PM25,2017-2019,March,0.0013,0.001
Port_Stanley,PM25,2017-2019,April,0.9222,0.8577
Port_Stanley,PM25,2017-2019,May,0,0
Port_Stanley,PM25,2017-2019,June,0.7537,0.4224
Port_Stanley,PM25,2020,January,0.4142,0.5548
Port_Stanley,PM25,2020,February,0.0916,0.3013
Port_Stanley,PM25,2020,March,0.6656,0.3759
Port_Stanley,PM25,2020,April,0.9782,0.5644
Port_Stanley,PM25,2020,May,0.0426,0.1067
Port_Stanley,PM25,2020,June,0.5207,0.1335
Port_Stanley,NO2,2017-2019,January,0.4808,0.5252
Port_Stanley,NO2,2017-2019,February,0.0571,0.1597
Port_Stanley,NO2,2017-2019,March,3e-4,0.0081
Port_Stanley,NO2,2017-2019,April,0.5208,0.286
Port_Stanley,NO2,2017-2019,May,0,0
Port_Stanley,NO2,2017-2019,June,0.001,0.0109
Port_Stanley,NO2,2020,January,0.4115,0.6076
Port_Stanley,NO2,2020,February,0.5438,0.7066
Port_Stanley,NO2,2020,March,0.2772,0.4461
Port_Stanley,NO2,2020,April,0.0075,0.0325
Port_Stanley,NO2,2020,May,6e-4,0.0022
Port_Stanley,NO2,2020,June,0.76,0.3324
Sarnia,O3,2017-2019,January,0.0038,0.0194
Sarnia,O3,2017-2019,February,0.0635,0.0862
Sarnia,O3,2017-2019,March,3e-4,0.0016
Sarnia,O3,2017-2019,April,0.0142,0.0327
Sarnia,O3,2017-2019,May,9e-4,0.0529
Sarnia,O3,2017-2019,June,0.7498,0.9699
Sarnia,O3,2020,January,0.4458,0.4229
Sarnia,O3,2020,February,0.1505,0.331
Sarnia,O3,2020,March,0,0
Sarnia,O3,2020,April,0,4e-4
Sarnia,O3,2020,May,1e-4,0
Sarnia,O3,2020,June,0.5991,0.5494
Sarnia,PM25,2017-2019,January,0.0756,0.2085
Sarnia,PM25,2017-2019,February,0.7138,0.4898
Sarnia,PM25,2017-2019,March,0.0193,0.0114
Sarnia,PM25,2017-2019,April,0.9065,0.7416
Sarnia,PM25,2017-2019,May,0.0154,0.0265
Sarnia,PM25,2017-2019,June,0.7917,0.8881
Sarnia,PM25,2020,January,0.0871,0.0381
Sarnia,PM25,2020,February,0.103,0.2937
Sarnia,PM25,2020,March,0.3108,0.0712
Sarnia,PM25,2020,April,0.966,0.5942
Sarnia,PM25,2020,May,0.6185,0.5971
Sarnia,PM25,2020,June,0.1892,0.3174
Sarnia,NO2,2017-2019,January,0.1533,0.3072
Sarnia,NO2,2017-2019,February,0.6045,0.1145
Sarnia,NO2,2017-2019,March,0.0126,0.0078
Sarnia,NO2,2017-2019,April,0.0063,0.0711
Sarnia,NO2,2017-2019,May,0,1e-4
Sarnia,NO2,2017-2019,June,0.0196,0.0106
Sarnia,NO2,2020,January,0.0362,0.0133
Sarnia,NO2,2020,February,5e-4,0.0203
Sarnia,NO2,2020,March,0.9988,0.3013
Sarnia,NO2,2020,April,0.0093,0.0302
Sarnia,NO2,2020,May,8e-4,0.0062
Sarnia,NO2,2020,June,0.0572,0.1614
Sarnia,SO2,2017-2019,January,4e-4,0.0059
Sarnia,SO2,2017-2019,February,0.915,0.3017
Sarnia,SO2,2017-2019,March,0.2098,0.0034
Sarnia,SO2,2017-2019,April,0.4201,0.7275
Sarnia,SO2,2017-2019,May,0.032,0.003
Sarnia,SO2,2017-2019,June,0.9097,0.1721
Sarnia,SO2,2020,January,0.1442,0.2319
Sarnia,SO2,2020,February,0.2341,0.0751
Sarnia,SO2,2020,March,0.1215,0.6049
Sarnia,SO2,2020,April,0.0698,0.8355
Sarnia,SO2,2020,May,0.0435,0.1098
Sarnia,SO2,2020,June,0.2719,0.741
Sault_Ste_Marie,O3,2017-2019,January,0.4473,0.3632
Sault_Ste_Marie,O3,2017-2019,February,0.0029,0.0248
Sault_Ste_Marie,O3,2017-2019,March,0.0092,0.0128
Sault_Ste_Marie,O3,2017-2019,April,0,0
Sault_Ste_Marie,O3,2017-2019,May,5e-4,0.0135
Sault_Ste_Marie,O3,2017-2019,June,0.3499,0.5311
Sault_Ste_Marie,O3,2020,January,0.0202,0.305
Sault_Ste_Marie,O3,2020,February,0.384,0.6915
Sault_Ste_Marie,O3,2020,March,0.0097,0.012
Sault_Ste_Marie,O3,2020,April,0.2201,0.4146
Sault_Ste_Marie,O3,2020,May,0.4796,0.2524
Sault_Ste_Marie,O3,2020,June,0.235,0.9834
Sault_Ste_Marie,PM25,2017-2019,January,0.1372,0.0592
Sault_Ste_Marie,PM25,2017-2019,February,0.0652,0.0641
Sault_Ste_Marie,PM25,2017-2019,March,0.069,0.1765
Sault_Ste_Marie,PM25,2017-2019,April,0.4763,0.9178
Sault_Ste_Marie,PM25,2017-2019,May,0,0
Sault_Ste_Marie,PM25,2017-2019,June,0.4974,0.9418
Sault_Ste_Marie,PM25,2020,January,0.0655,0.1613
Sault_Ste_Marie,PM25,2020,February,0.1094,0.011
Sault_Ste_Marie,PM25,2020,March,0.855,0.2809
Sault_Ste_Marie,PM25,2020,April,0.4874,0.4976
Sault_Ste_Marie,PM25,2020,May,0.3556,0.8854
Sault_Ste_Marie,PM25,2020,June,0.0766,0.2177
Sault_Ste_Marie,NO2,2017-2019,January,0.7103,0.3301
Sault_Ste_Marie,NO2,2017-2019,February,0.5421,0.3142
Sault_Ste_Marie,NO2,2017-2019,March,1e-4,7e-4
Sault_Ste_Marie,NO2,2017-2019,April,0.1012,0.2844
Sault_Ste_Marie,NO2,2017-2019,May,0.0755,0.0097
Sault_Ste_Marie,NO2,2017-2019,June,0.3287,0.4369
Sault_Ste_Marie,NO2,2020,January,0.0017,0.0011
Sault_Ste_Marie,NO2,2020,February,0.1311,0.1563
Sault_Ste_Marie,NO2,2020,March,0.0212,0.1924
Sault_Ste_Marie,NO2,2020,April,0.0821,0.5509
Sault_Ste_Marie,NO2,2020,May,0.0109,0.0464
Sault_Ste_Marie,NO2,2020,June,0.3161,0.414
