Station,Pollutant,Year,Month,Min.,1st Qu.,Median,Mean,3rd Qu.,Max.
Belleville,O3,2020,June,21.041666666666668,30.09659090909091,36.38586956521739,36.08642951251647,43.114583333333336,52.21739130434783
Belleville,PM25,2017-2019,January,0,3.5416666666666665,5.208333333333333,6.445391856857495,8.083333333333334,23.875
Belleville,PM25,2017-2019,February,2.0833333333333335,3.65625,5.291666666666667,6.699333900226757,8.520833333333334,30.583333333333332
Belleville,PM25,2017-2019,March,1.5833333333333333,3,4.041666666666667,5.184238700367732,6.958333333333333,16.25
Belleville,PM25,2017-2019,April,0.9583333333333334,3.0416666666666665,4.708333333333333,5.028582060885432,6.125,15.083333333333334
Belleville,PM25,2017-2019,May,1.1666666666666667,3.7916666666666665,5.333333333333333,6.009835481644738,7.458333333333333,13.625
Belleville,PM25,2017-2019,June,0.625,2.9583333333333335,4.833333333333333,5.684910866009007,7.125,16.95
Belleville,PM25,2020,January,2.1666666666666665,4.125,4.791666666666667,6.104838709677419,8.104166666666666,12.875
Belleville,PM25,2020,February,2.375,3.75,5.833333333333333,6.0911330049261085,7.958333333333333,14.583333333333334
Belleville,PM25,2020,March,2.2083333333333335,4.333333333333334,5.291666666666667,5.776881720430108,6.145833333333333,11.625
Belleville,PM25,2020,April,2.6666666666666665,3.8958333333333335,5.145833333333334,5.376388888888889,6.229166666666667,10.916666666666666
Belleville,PM25,2020,May,2.25,3.958333333333333,5.541666666666667,6.164909015715468,8.229166666666668,15.958333333333334
Belleville,PM25,2020,June,2.125,4.833333333333333,7.125,7.075956682206682,9.772727272727273,12.625
Belleville,NO2,2017-2019,January,1.2208333333333334,3.3958333333333335,5.045833333333333,5.533111975292901,6.779166666666667,15.1125
Belleville,NO2,2017-2019,February,0.9083333333333333,3.0979166666666664,4.508333333333333,5.738520570140528,7.708333333333333,15.75
Belleville,NO2,2017-2019,March,0.5166666666666667,1.9291666666666667,2.9166666666666665,3.7253023118380764,4.708333333333333,17.204166666666666
Belleville,NO2,2017-2019,April,0.5625,2.048233695652174,2.908333333333333,3.295567950673786,3.901041666666667,12.529166666666667
Belleville,NO2,2017-2019,May,0.7083333333333334,2,2.5041666666666664,2.983208571725402,3.7291666666666665,7.658333333333333
Belleville,NO2,2017-2019,June,1.3958333333333333,2.140625,2.7145833333333336,3.062731063220194,3.816666666666667,6.375
Belleville,NO2,2020,January,1.9916666666666667,3.5770833333333334,4.7,5.538090229079009,5.7666666666666675,16.691666666666666
Belleville,NO2,2020,February,1.4208333333333334,2.8041666666666667,4.0125,5.110632183908046,5.591666666666667,13.9125
Belleville,NO2,2020,March,1.1916666666666667,2.4270833333333335,3.1333333333333333,3.416373411534702,4.072916666666666,9.408333333333333
Belleville,NO2,2020,April,0.8333333333333334,1.5625,2.1395833333333334,2.495277777777778,3.471875,5.970833333333333
Belleville,NO2,2020,May,0.7041666666666667,1.6041666666666665,2.1333333333333333,2.7534562211981566,3.0625,8.35
Belleville,NO2,2020,June,1.2625,1.84375,2.3628623188405795,2.615376592007027,2.978668478260869,5.791666666666667
Brantford,O3,2017-2019,January,4.708333333333333,20.833333333333332,27.166666666666668,25.442033117524,30.416666666666668,36.43478260869565
Brantford,O3,2017-2019,February,11.041666666666666,25.229166666666668,30.791666666666664,29.747588462262375,34.97443181818182,39.375
Brantford,O3,2017-2019,March,16.833333333333332,32.78260869565217,35.75,35.40061909416748,38.291666666666664,49.333333333333336
Brantford,O3,2017-2019,April,24.833333333333332,31.666666666666668,35.10597826086956,35.03411835748792,38.96875,48.583333333333336
Brantford,O3,2017-2019,May,17.916666666666668,29.25,32.91304347826087,33.821317765918046,37.75,58.72727272727273
Brantford,O3,2017-2019,June,15.608695652173912,26.96875,31.958333333333336,33.07743375786854,38.23097826086956,60.391304347826086
Brantford,O3,2020,January,10.083333333333334,21.916666666666668,25.708333333333332,25.527816736792893,30.020833333333332,36.666666666666664
Brantford,O3,2020,February,22.666666666666668,29.304347826086957,32.083333333333336,31.324837581209394,33.75,39
Brantford,O3,2020,March,19.333333333333332,26.5625,30.458333333333332,29.778720157208014,32.520833333333336,40.26086956521739
Brantford,O3,2020,April,27.291666666666668,31.96875,36.1875,35.203442028985506,37.885416666666664,40.833333333333336
Brantford,O3,2020,May,21.833333333333332,28.25,31.125,30.90854371201496,33.67481884057971,41.333333333333336
Brantford,O3,2020,June,22.666666666666668,30.75,34.52083333333333,34.61721014492753,39.12364130434783,49.25
Brantford,PM25,2017-2019,January,1.5416666666666667,4.25,7.333333333333333,7.944231008691775,10.208333333333334,27.208333333333332
Brantford,PM25,2017-2019,February,1.8333333333333333,4.833333333333333,8.083333333333332,8.829055864770151,10.648674242424242,27.541666666666668
Brantford,PM25,2017-2019,March,0.9583333333333334,3.8333333333333335,5,6.871753499733864,9.125,22
Brantford,PM25,2017-2019,April,1.375,4.041666666666667,5.479166666666666,6.294993673798022,7.697916666666667,22.583333333333332
Brantford,PM25,2017-2019,May,1.5,4.75,7.333333333333333,7.539880482925596,9.875,16.25
Brantford,PM25,2017-2019,June,1,4.875,6.854166666666667,7.435674220685662,9.447916666666666,23.541666666666668
Brantford,PM25,2020,January,1.9166666666666667,3.4166666666666665,5.791666666666667,6.571236559139785,8.666666666666666,18
Brantford,PM25,2020,February,2.25,4.125,6.041666666666667,7.106603354167072,10.181818181818182,15.166666666666666
Brantford,PM25,2020,March,2,4.691287878787879,6.291666666666667,6.61673183447377,9.541666666666668,10.916666666666666
Brantford,PM25,2020,April,0.8333333333333334,4.427083333333333,5.4375,5.822222222222222,7.34375,10.333333333333334
Brantford,PM25,2020,May,0.7083333333333334,3.729166666666667,5.791666666666667,5.895161290322581,8.104166666666668,13.708333333333334
Brantford,PM25,2020,June,2.0416666666666665,5.65625,7.125,7.25,9.5625,13.5
Brantford,NO2,2017-2019,January,1.5833333333333333,4.083333333333333,6.308333333333334,6.928249358947115,8.539130434782608,17.704166666666666
Brantford,NO2,2017-2019,February,0.391304347826087,3.642708333333333,6.310416666666667,6.815534224229877,9.387310606060606,19.6125
Brantford,NO2,2017-2019,March,0.2916666666666667,2.6666666666666665,4.360869565217391,5.2343996769943475,7.154166666666667,19.8375
Brantford,NO2,2017-2019,April,0.6956521739130435,2.308695652173913,4.220833333333333,4.465098631239935,5.561458333333333,11.304166666666667
Brantford,NO2,2017-2019,May,0.17391304347826086,3.1208333333333336,4.504166666666666,4.587034161490683,6.0375,10.208333333333334
Brantford,NO2,2017-2019,June,1.1666666666666667,2.684375,3.7282608695652173,4.051056503247579,5.238541666666667,9.041666666666666
Brantford,NO2,2020,January,2.0541666666666667,3.6083333333333334,5.441666666666666,6.093747078073866,7.697826086956522,19.825
Brantford,NO2,2020,February,2.2375,3.658333333333333,4.769565217391304,5.394869232050642,7.004166666666666,11.220833333333333
Brantford,NO2,2020,March,1.626086956521739,3.2442028985507245,5.095833333333333,5.561864977373946,7.2655797101449275,11.373913043478261
Brantford,NO2,2020,April,0.8833333333333333,2.154166666666667,3.05625,3.380108695652174,4.503532608695652,7.858333333333333
Brantford,NO2,2020,May,1.2708333333333333,2.753532608695652,3.6625,3.846055399719495,4.591666666666667,10.645833333333332
Brantford,NO2,2020,June,1.875,2.455208333333333,3.263949275362319,3.4593478260869563,3.877083333333333,7.375
Burlington,O3,2017-2019,January,6.75,19.291666666666668,23.708333333333332,23.092875509249982,27.25,33.458333333333336
Burlington,O3,2017-2019,February,9.666666666666666,23.979166666666668,28.520833333333332,27.549840407177363,31.729166666666668,37.708333333333336
Burlington,O3,2017-2019,March,16.875,29.75,33.833333333333336,33.00440717533986,36.416666666666664,44.375
Burlington,O3,2017-2019,April,20.083333333333332,30.989583333333332,34.3125,34.392605401844534,37.90625,45.75
Burlington,O3,2017-2019,May,16.291666666666668,28.166666666666668,32.541666666666664,33.61007161375324,36.791666666666664,62.083333333333336
Burlington,O3,2017-2019,June,18.958333333333332,26.5,31.125,32.461335908026186,38.25,60.73913043478261
Burlington,O3,2020,January,12.125,21.333333333333336,25.375,23.844086021505376,27.604166666666664,32.041666666666664
Burlington,O3,2020,February,15.791666666666666,28.125,29.333333333333332,29.388584117032394,32.375,38.583333333333336
Burlington,O3,2020,March,16.208333333333332,27.645833333333336,30.541666666666668,30.43022971652004,34.645833333333336,38.416666666666664
Burlington,O3,2020,April,21.958333333333332,32.427083333333336,37.47916666666667,35.99861111111111,38.21875,43.333333333333336
Burlington,O3,2020,May,23.583333333333332,29.104166666666664,31.333333333333332,33.19232649071359,37.916666666666664,50.125
Burlington,O3,2020,June,22.833333333333332,30.458333333333332,36.90833333333333,35.72735122119023,40.520833333333336,48.375
Burlington,PM25,2017-2019,January,1.5,4.583333333333333,7.583333333333333,8.390441528239565,10.916666666666666,27.666666666666668
Burlington,PM25,2017-2019,February,1.5,4.65625,6.980072463768116,8.366291407867495,10.75,28.791666666666668
Burlington,PM25,2017-2019,March,1.625,3.5833333333333335,4.833333333333333,6.6017432388400135,8.291666666666666,21.541666666666668
Burlington,PM25,2017-2019,April,0.7083333333333334,3.59375,4.916666666666667,5.906293002488654,7.020833333333333,20.416666666666668
Burlington,PM25,2017-2019,May,0.2916666666666667,3.5416666666666665,5.956521739130435,6.550529842605579,8.791666666666666,20.416666666666668
Burlington,PM25,2017-2019,June,0.16666666666666666,3.2395833333333335,6.125,6.263425925925926,8.739583333333334,17.166666666666668
Burlington,PM25,2020,January,3,4.041666666666666,4.75,6.160530621785881,7.625,15.916666666666666
Burlington,PM25,2020,February,1.3333333333333333,3.6666666666666665,6.208333333333333,6.8456112852664575,9.125,15.958333333333334
Burlington,PM25,2020,March,0.20833333333333334,3.8541666666666665,4.791666666666667,6.161970334480853,8.270833333333332,18.708333333333332
Burlington,PM25,2020,April,0.75,3.6770833333333335,5.4375,5.477777777777778,6.708333333333333,9.958333333333334
Burlington,PM25,2020,May,1.619047619047619,3.2478070175438596,5.041666666666667,5.781924569488237,7.958333333333334,14.291666666666666
Burlington,PM25,2020,June,1.0833333333333333,4.958333333333333,6.541666666666666,7.095321637426901,9.677083333333334,14.583333333333334
Burlington,NO2,2017-2019,January,2.25,8.075,10.695833333333333,11.258536476769295,13.933333333333334,31.5375
Burlington,NO2,2017-2019,February,3.029166666666667,7.083333333333333,9.75,11.02484687715666,13.946875,25.275
Burlington,NO2,2017-2019,March,1.5416666666666667,5.775,8.1,9.31049360273266,11.666666666666666,28.454166666666666
Burlington,NO2,2017-2019,April,0.9666666666666667,5.067708333333333,7.110416666666667,7.843657113820157,10.151041666666668,19.545454545454547
Burlington,NO2,2017-2019,May,1.4083333333333334,5.7625,8,8.410343795599756,10.666666666666666,17.5
Burlington,NO2,2017-2019,June,2.379166666666667,5.339583333333334,7.765530303030303,7.821750292782902,9.416666666666666,17.083333333333332
Burlington,NO2,2020,January,4.583333333333333,7.102083333333333,9.041666666666666,10.15228494623656,12.660416666666666,23.833333333333332
Burlington,NO2,2020,February,4.391666666666667,7.645833333333333,9.695833333333333,9.990739289446186,11.745833333333334,24.241666666666667
Burlington,NO2,2020,March,2.658333333333333,5.496212121212121,7.420833333333333,8.429728739002933,10.13125,19.016666666666666
Burlington,NO2,2020,April,2.3375,4.410416666666666,5.614583333333334,6.324166666666667,8.069791666666667,15.241666666666667
Burlington,NO2,2020,May,1.7958333333333334,4.289583333333334,6.2375,6.552361751152074,8.058333333333334,17.141666666666666
Burlington,NO2,2020,June,3.245833333333333,4.846875,6.895833333333333,7.436725146198831,9.476041666666667,14.245833333333334
Brampton,O3,2017-2019,January,3.75,17.5,24.625,23.63621454553638,29.270833333333332,36.416666666666664
Brampton,O3,2017-2019,February,4.708333333333333,24.072916666666668,29.229166666666668,27.84133061986323,33.604166666666664,40.04347826086956
Brampton,O3,2017-2019,March,12.166666666666666,29.583333333333332,35.76190476190476,33.6937391211677,38.666666666666664,49.34782608695652
Brampton,O3,2017-2019,April,17.291666666666668,29.133152173913043,34.29166666666667,33.64015559319907,38.364583333333336,48.125
Brampton,O3,2017-2019,May,16.083333333333332,28,31.52173913043478,32.650861462913944,36.166666666666664,62
Brampton,O3,2017-2019,June,20.583333333333332,25.96875,31.208333333333332,32.204307568438004,36.791666666666664,60.333333333333336
Brampton,O3,2020,January,6.916666666666667,17.9375,22.5,23.7487922705314,31.002717391304348,38.541666666666664
Brampton,O3,2020,February,15.291666666666666,29.208333333333332,32.583333333333336,30.908670664667667,35.416666666666664,39.916666666666664
Brampton,O3,2020,March,13.541666666666666,24.729166666666668,30.043478260869566,29.51535339368439,33.916666666666664,40.69565217391305
Brampton,O3,2020,April,26.458333333333332,33.84375,35.9375,35.674335748792274,38.208333333333336,41.75
Brampton,O3,2020,May,18.333333333333332,30.875,34.583333333333336,33.324450677886865,36.85778985507246,42.25
Brampton,O3,2020,June,23.708333333333332,31.03125,34.958333333333336,35.99098594642073,41.895833333333336,48.041666666666664
Brampton,PM25,2017-2019,January,0.9166666666666666,4.541666666666667,6.75,8.210963572814904,10.416666666666666,31.166666666666668
Brampton,PM25,2017-2019,February,1.7916666666666667,4.489583333333333,6.958333333333333,8.432566738816739,10.177083333333334,26.083333333333332
Brampton,PM25,2017-2019,March,2.125,3.7083333333333335,4.958333333333333,6.636681329423265,8.25,19
Brampton,PM25,2017-2019,April,0.5416666666666666,3.375,4.958333333333334,5.780909090909091,7.229166666666667,21.541666666666668
Brampton,PM25,2017-2019,May,1.1666666666666667,3.9583333333333335,6.125,6.773156008300321,9.166666666666666,16.583333333333332
Brampton,PM25,2017-2019,June,1.375,4.208333333333333,6.083333333333333,6.397866344605475,8.197916666666666,15.583333333333334
Brampton,PM25,2020,January,1.6666666666666667,3.729166666666667,5.416666666666667,7.061827956989247,8.9375,21.458333333333332
Brampton,PM25,2020,February,2.375,4.125,5.958333333333333,6.931034482758621,9.166666666666666,18.541666666666668
Brampton,PM25,2020,March,1.6428571428571428,4.291666666666666,5.7727272727272725,6.852124853444334,8.125,21.708333333333332
Brampton,PM25,2020,April,2.4166666666666665,3.854166666666667,5.208333333333334,5.509722222222222,6.989583333333333,10.375
Brampton,PM25,2020,May,2.1666666666666665,3.354166666666667,4.875,5.801075268817204,7.125,14.708333333333334
Brampton,PM25,2020,June,1.6666666666666667,3.875,6.458333333333334,6.7176767676767675,8.96875,13.166666666666666
Brampton,NO2,2017-2019,January,2,5.708333333333333,9.625,11.144421752083042,13.979166666666666,31.133333333333333
Brampton,NO2,2017-2019,February,1.6666666666666667,5.963541666666667,9.716666666666667,11.231091728002482,14.706249999999999,30.582608695652173
Brampton,NO2,2017-2019,March,1.6782608695652175,3.3181818181818183,6.7375,8.779672309678952,12.125,33.56666666666667
Brampton,NO2,2017-2019,April,1.5875,3.671875,7.125271739130435,8.075152769935379,11.317708333333334,23.608333333333334
Brampton,NO2,2017-2019,May,0.9166666666666666,4.625,7.041666666666667,7.6126631640656885,9.245833333333334,18.583333333333332
Brampton,NO2,2017-2019,June,1.475,3.2062500000000003,4.945833333333333,5.81231078904992,7.766666666666667,15.620833333333334
Brampton,NO2,2020,January,1.8916666666666666,3.9229166666666666,8.695833333333333,10.43820126227209,13.778713768115942,35.78333333333333
Brampton,NO2,2020,February,1.0083333333333333,5.204166666666667,6.970833333333333,7.785713393303348,9.85,25.666666666666668
Brampton,NO2,2020,March,1.0041666666666667,3.443297101449275,7.283333333333333,8.698772259764546,12.161684782608695,27.533333333333335
Brampton,NO2,2020,April,0.20416666666666666,1.946875,4.111231884057971,4.9021799516908215,6.611458333333333,14.85
Brampton,NO2,2020,May,0.33333333333333337,1.9854166666666666,4.091666666666667,4.948778634876111,7.6729166666666675,18.108333333333334
Brampton,NO2,2020,June,0.6375,1.702173913043478,4.440670289855072,4.286806104523496,6.061458333333334,11.404545454545454
Chatham,O3,2017-2019,January,5.083333333333333,21.125,25.416666666666668,23.96692546583851,28.083333333333336,35.25
Chatham,O3,2017-2019,February,6.291666666666667,24.833333333333332,28.625,28.33857709750567,33.270833333333336,38.541666666666664
Chatham,O3,2017-2019,March,21.541666666666668,31.583333333333332,34.22727272727273,33.78458548619839,35.75,47.875
Chatham,O3,2017-2019,April,23,32.875,36.625,36.01851851851852,38.614583333333336,49.916666666666664
Chatham,O3,2017-2019,May,23.041666666666668,29.833333333333332,34.166666666666664,34.4336917562724,38.416666666666664,51.791666666666664
Chatham,O3,2017-2019,June,19.666666666666668,30.125,35.6875,35.6281746031746,41.75,57.166666666666664
Chatham,O3,2020,January,11.541666666666666,19.541666666666664,24.25,23.423094904160823,27.4375,32.541666666666664
Chatham,O3,2020,February,19.791666666666668,28.041666666666668,29.958333333333332,30.517241379310345,33.708333333333336,38.583333333333336
Chatham,O3,2020,March,19.125,26.791666666666668,29.416666666666668,29.30522971652004,32.104166666666664,35.541666666666664
Chatham,O3,2020,April,27.875,33.291666666666664,35.270833333333336,34.97361111111111,37.041666666666664,42
Chatham,O3,2020,May,21.458333333333332,31.145833333333336,33.333333333333336,33.719086021505376,36.854166666666664,42.666666666666664
Chatham,O3,2020,June,25,31.46875,39.00109649122807,37.46383572567783,42.020833333333336,51
Chatham,PM25,2017-2019,January,1.2916666666666667,3.770833333333333,6.416666666666667,7.048327759197324,9.583333333333332,20.583333333333332
Chatham,PM25,2017-2019,February,1.25,4.541666666666667,6.541666666666666,8.009141156462585,9.729166666666666,26.583333333333332
Chatham,PM25,2017-2019,March,0.9166666666666666,3.4583333333333335,5.166666666666667,6.102982590885817,8.208333333333334,19.083333333333332
Chatham,PM25,2017-2019,April,0.16666666666666666,3.09375,4.791666666666667,5.401557239057239,6.958333333333333,16.75
Chatham,PM25,2017-2019,May,1.9166666666666667,3.5833333333333335,5.583333333333333,6.29678699436764,8.166666666666666,16.791666666666668
Chatham,PM25,2017-2019,June,0.47619047619047616,3.6354166666666665,6.541666666666666,6.983994708994709,10.15625,17
Chatham,PM25,2020,January,2.125,3.791666666666667,5.916666666666667,5.97258064516129,7.625,12.208333333333334
Chatham,PM25,2020,February,2.2083333333333335,3.7916666666666665,6.083333333333333,6.5,7.916666666666667,14.291666666666666
Chatham,PM25,2020,March,2.6666666666666665,4.166666666666666,6.045454545454546,6.565982404692082,8.604166666666666,12.541666666666666
Chatham,PM25,2020,April,2.1666666666666665,3.6979166666666665,5.083333333333334,5.530555555555556,7.197916666666667,10.958333333333334
Chatham,PM25,2020,May,0.75,3.083333333333333,5.375,5.631720430107527,8.020833333333334,10.541666666666666
Chatham,PM25,2020,June,0.20833333333333334,2.4583333333333335,7.083333333333334,6.977095959595959,10.125,21.791666666666668
Chatham,NO2,2017-2019,January,3.3333333333333335,5.227083333333334,7.433333333333334,7.834261028826246,9.935416666666665,16.35
Chatham,NO2,2017-2019,February,3.1166666666666667,5.25,6.885416666666666,7.872215136054422,8.973958333333332,28.041666666666668
Chatham,NO2,2017-2019,March,1.3333333333333333,3.9454545454545453,5.541666666666667,6.292641856351533,7.9375,17.0125
Chatham,NO2,2017-2019,April,1.8875,3.8854166666666665,4.652083333333334,4.801759259259259,5.746875,11.3125
Chatham,NO2,2017-2019,May,1.8,3.3208333333333333,4.25,4.3951292882744495,5.458333333333333,8.458333333333334
Chatham,NO2,2017-2019,June,1.0208333333333333,3.0104166666666665,3.9833333333333334,4.117142857142857,5.245833333333334,8.708333333333334
Chatham,NO2,2020,January,2.225,5.385416666666666,6.891666666666667,7.740725806451613,9.608333333333334,16.041666666666668
Chatham,NO2,2020,February,2.408333333333333,4.454166666666667,5.883333333333333,5.8597701149425285,7.2,10.404166666666667
Chatham,NO2,2020,March,1.4458333333333333,3.4208333333333334,4.95,5.211045943304008,6.189583333333333,12.2875
Chatham,NO2,2020,April,1.5416666666666667,2.9385416666666666,3.59375,3.80875,4.766666666666667,7.141666666666667
Chatham,NO2,2020,May,1.6916666666666667,2.3291666666666666,3.325,3.4350806451612903,4.235416666666667,5.6625
Chatham,NO2,2020,June,2.1458333333333335,3.091666666666667,3.8708333333333336,3.9952020202020204,4.808333333333334,6.320833333333334
Cornwall,O3,2017-2019,January,8.875,21.708333333333332,27.73913043478261,26.115092722455977,30.833333333333332,35.625
Cornwall,O3,2017-2019,February,10.708333333333334,26.65625,31.958333333333332,30.05542811656942,34.916666666666664,43.958333333333336
Cornwall,O3,2017-2019,March,13.625,31.26086956521739,35.958333333333336,34.49799861973775,38.208333333333336,45.666666666666664
Cornwall,O3,2017-2019,April,20.791666666666668,31.115942028985508,35,34.59430354267311,38.302083333333336,51.833333333333336
Cornwall,O3,2017-2019,May,17.75,26.75,31.583333333333332,32.1757443781582,36.5,53.63157894736842
Cornwall,O3,2017-2019,June,10.958333333333334,23.833333333333332,27.583333333333336,29.252483034276512,32.28125,62.82608695652174
Cornwall,O3,2020,January,11.625,19.41394927536232,24.375,24.43402290790089,29.4375,34.875
Cornwall,O3,2020,February,12.826086956521738,25.5,28.708333333333332,28.597138930534733,34.875,41.47826086956522
Cornwall,O3,2020,March,21.916666666666668,29.530797101449274,32.75,32.28366590165328,35.02536231884058,40.08695652173913
Cornwall,O3,2020,April,24.625,31.135416666666668,34.74547101449275,33.65338164251207,36.25815217391305,39.75
Cornwall,O3,2020,May,20.695652173913043,27.93659420289855,30.208333333333332,31.791756980747163,35,47.75
Cornwall,O3,2020,June,17.041666666666668,25.364583333333332,30.020833333333332,29.74963768115942,33.510416666666664,39.291666666666664
Cornwall,PM25,2017-2019,January,1.6666666666666667,3.7916666666666665,6.166666666666667,7.2591847376559855,9.541666666666666,19.85
Cornwall,PM25,2017-2019,February,0.875,4.229166666666667,6.291666666666666,7.736914426334988,9.354166666666666,25.523809523809526
Cornwall,PM25,2017-2019,March,0.9166666666666666,3.2916666666666665,4.875,5.975496904529162,7.916666666666667,16.041666666666668
Cornwall,PM25,2017-2019,April,0.20833333333333334,3.1458333333333335,4.333333333333334,4.791114402167033,5.770833333333333,17.5
Cornwall,PM25,2017-2019,May,0.5416666666666666,3.4545454545454546,4.666666666666667,4.924395339930145,6.157894736842105,13.708333333333334
Cornwall,PM25,2017-2019,June,1.625,3.7083333333333335,5.375,5.706531090847452,7.041666666666667,13.291666666666666
Cornwall,PM25,2020,January,2.0833333333333335,3.958333333333333,5.583333333333333,7.048387096774194,8.604166666666668,23.791666666666668
Cornwall,PM25,2020,February,3.4166666666666665,4.958333333333333,6.333333333333333,8.406609195402298,10.208333333333334,22.666666666666668
