"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"649","Hamilton_Downtown","O3","2017-2019","January",68,21.1875,0.5379,0.5961
"650","Hamilton_Downtown","O3","2017-2019","February",60,26.1666666666667,0.5192,0.5441
"651","Hamilton_Downtown","O3","2017-2019","March",66,30.6458333333333,0.4485,0.3707
"652","Hamilton_Downtown","O3","2017-2019","April",63,29.5833333333333,0.116,0.1194
"653","Hamilton_Downtown","O3","2017-2019","May",68,27.4583333333333,0.0417,0.0586
"654","Hamilton_Downtown","O3","2017-2019","June",63,27.4583333333333,0.9608,0.9622
"655","Hamilton_Downtown","O3","2017-2019","July",66,28.8125,0.1305,NA
"656","Hamilton_Downtown","O3","2017-2019","August",68,28.4791666666667,0.1479,NA
"657","Hamilton_Downtown","O3","2017-2019","September",62,20.2291666666667,0.7602,NA
"658","Hamilton_Downtown","O3","2017-2019","October",68,18.25,0.0198,NA
"659","Hamilton_Downtown","O3","2017-2019","November",65,17.625,0.045,NA
"660","Hamilton_Downtown","O3","2017-2019","December",64,18.1666666666667,0.2243,NA
"661","Hamilton_Downtown","O3","2020","January",23,21.8333333333333,0.647,0.6428
"662","Hamilton_Downtown","O3","2020","February",20,27.375,0.6052,0.6132
"663","Hamilton_Downtown","O3","2020","March",22,26.2916666666667,0.0025,0.0031
"664","Hamilton_Downtown","O3","2020","April",22,32.6875,0.1495,0.1447
"665","Hamilton_Downtown","O3","2020","May",21,29.0833333333333,0.508,0.4996
"666","Hamilton_Downtown","O3","2020","June",22,34.1666666666667,0.02,0.022
"667","Hamilton_Downtown","O3","2020","July",23,29.25,0.918,NA
"668","Hamilton_Downtown","O3","2020","August",21,23.4583333333333,0.0837,NA
"669","Hamilton_Downtown","O3","2020","September",22,24.3465909090909,0.0694,NA
"670","Hamilton_Downtown","O3","2020","October",22,19.2708333333333,0.5336,NA
"671","Hamilton_Downtown","O3","2020","November",21,23.5416666666667,0.004,NA
"672","Hamilton_Downtown","O3","2020","December",23,20.4166666666667,0.3144,NA
"673","Hamilton_Downtown","PM25","2017-2019","January",68,7.85416666666667,0.9379,0.9399
"674","Hamilton_Downtown","PM25","2017-2019","February",60,7.86057692307692,0.4796,0.4999
"675","Hamilton_Downtown","PM25","2017-2019","March",66,6.72916666666667,0.1173,0.1406
"676","Hamilton_Downtown","PM25","2017-2019","April",63,7.375,0.812,0.842
"677","Hamilton_Downtown","PM25","2017-2019","May",69,10,0.1415,0.1655
"678","Hamilton_Downtown","PM25","2017-2019","June",63,8.54166666666667,0.1367,0.177
"679","Hamilton_Downtown","PM25","2017-2019","July",65,9.54166666666667,0.5812,NA
"680","Hamilton_Downtown","PM25","2017-2019","August",68,8.9375,0.0356,NA
"681","Hamilton_Downtown","PM25","2017-2019","September",62,6.70833333333333,0.0059,NA
"682","Hamilton_Downtown","PM25","2017-2019","October",68,6.08333333333333,0.4538,NA
"683","Hamilton_Downtown","PM25","2017-2019","November",65,7.83333333333333,0.9665,NA
"684","Hamilton_Downtown","PM25","2017-2019","December",64,7.3125,0.3521,NA
"685","Hamilton_Downtown","PM25","2020","January",23,7.29166666666667,0.6127,0.6089
"686","Hamilton_Downtown","PM25","2020","February",20,6.83901515151515,0.4366,0.4321
"687","Hamilton_Downtown","PM25","2020","March",22,8.02083333333333,0.3003,0.2852
"688","Hamilton_Downtown","PM25","2020","April",22,6.9375,0.6736,0.6786
"689","Hamilton_Downtown","PM25","2020","May",21,8.5,0.2752,0.2663
"690","Hamilton_Downtown","PM25","2020","June",22,9.5,0.7354,0.7344
"691","Hamilton_Downtown","PM25","2020","July",23,8.54166666666667,0.3919,NA
"692","Hamilton_Downtown","PM25","2020","August",21,7.625,0.3566,NA
"693","Hamilton_Downtown","PM25","2020","September",22,6.375,0.6851,NA
"694","Hamilton_Downtown","PM25","2020","October",22,4.44078947368421,0.1323,NA
"695","Hamilton_Downtown","PM25","2020","November",21,8.375,0.7759,NA
"696","Hamilton_Downtown","PM25","2020","December",23,7.45833333333333,0.9136,NA
"697","Hamilton_Downtown","NO2","2017-2019","January",68,12.825,0.7262,0.7518
"698","Hamilton_Downtown","NO2","2017-2019","February",60,12.5875,0.3478,0.3721
"699","Hamilton_Downtown","NO2","2017-2019","March",66,12.4166666666667,0.6433,0.7189
"700","Hamilton_Downtown","NO2","2017-2019","April",63,12.4041666666667,0.7909,0.815
"701","Hamilton_Downtown","NO2","2017-2019","May",69,12.9166666666667,0.1051,0.0795
"702","Hamilton_Downtown","NO2","2017-2019","June",63,9.95833333333333,0.1501,0.1711
"703","Hamilton_Downtown","NO2","2017-2019","July",66,9.41666666666667,0.8796,NA
"704","Hamilton_Downtown","NO2","2017-2019","August",68,7.23541666666667,0.1501,NA
"705","Hamilton_Downtown","NO2","2017-2019","September",62,9.60625,0.085,NA
"706","Hamilton_Downtown","NO2","2017-2019","October",68,10.6145833333333,0.7893,NA
"707","Hamilton_Downtown","NO2","2017-2019","November",65,12.7791666666667,0.761,NA
"708","Hamilton_Downtown","NO2","2017-2019","December",64,13.6645833333333,0.7274,NA
"709","Hamilton_Downtown","NO2","2020","January",23,13.4583333333333,0.5552,0.55
"710","Hamilton_Downtown","NO2","2020","February",20,11.66875,0.4086,0.4139
"711","Hamilton_Downtown","NO2","2020","March",22,11.9208333333333,0.8069,0.8037
"712","Hamilton_Downtown","NO2","2020","April",22,9.025,0.0772,0.0666
"713","Hamilton_Downtown","NO2","2020","May",21,11.7333333333333,0.6099,0.3739
"714","Hamilton_Downtown","NO2","2020","June",22,6.71041666666667,0.1574,0.0501
"715","Hamilton_Downtown","NO2","2020","July",23,6.98333333333333,0.0479,NA
"716","Hamilton_Downtown","NO2","2020","August",21,7.525,0.8446,NA
"717","Hamilton_Downtown","NO2","2020","September",22,5.83958333333333,0.0146,NA
"718","Hamilton_Downtown","NO2","2020","October",22,8.94375,0.3504,NA
"719","Hamilton_Downtown","NO2","2020","November",21,11.1166666666667,0.4275,NA
"720","Hamilton_Downtown","NO2","2020","December",23,11.3375,0.2246,NA
"721","Hamilton_Downtown","CO","2017-2019","January",68,0.222291666666667,0.776,0.7818
"722","Hamilton_Downtown","CO","2017-2019","February",60,0.24625,0.3396,0.3649
"723","Hamilton_Downtown","CO","2017-2019","March",66,0.24348731884058,0.9242,0.9279
"724","Hamilton_Downtown","CO","2017-2019","April",63,0.25,0.4801,0.4648
"725","Hamilton_Downtown","CO","2017-2019","May",69,0.24125,0.5012,0.5303
"726","Hamilton_Downtown","CO","2017-2019","June",63,0.212916666666667,0.1133,0.0912
"727","Hamilton_Downtown","CO","2017-2019","July",66,0.208125,0.653,NA
"728","Hamilton_Downtown","CO","2017-2019","August",68,0.214166666666667,0.5256,NA
"729","Hamilton_Downtown","CO","2017-2019","September",62,0.2375,0.265,NA
"730","Hamilton_Downtown","CO","2017-2019","October",65,0.207916666666667,0.7673,NA
"731","Hamilton_Downtown","CO","2017-2019","November",64,0.215625,0.6351,NA
"732","Hamilton_Downtown","CO","2017-2019","December",64,0.214791666666667,0.4868,NA
"733","Hamilton_Downtown","CO","2020","January",23,0.205833333333333,0.142,0.1457
"734","Hamilton_Downtown","CO","2020","February",20,0.218958333333333,0.1708,0.1716
"735","Hamilton_Downtown","CO","2020","March",22,0.263958333333333,0.4903,0.4807
"736","Hamilton_Downtown","CO","2020","April",22,0.199375,0.0146,0.0131
"737","Hamilton_Downtown","CO","2020","May",21,0.230833333333333,0.7431,0.7439
"738","Hamilton_Downtown","CO","2020","June",22,0.191041666666667,0.3603,0.351
"739","Hamilton_Downtown","CO","2020","July",23,0.202083333333333,0.6803,NA
"740","Hamilton_Downtown","CO","2020","August",21,0.20375,0.5357,NA
"741","Hamilton_Downtown","CO","2020","September",22,0.186041666666667,0.0189,NA
"742","Hamilton_Downtown","CO","2020","October",22,0.19125,0.3964,NA
"743","Hamilton_Downtown","CO","2020","November",21,0.220833333333333,0.7717,NA
"744","Hamilton_Downtown","CO","2020","December",23,0.182916666666667,0.046,NA
"745","Hamilton_Downtown","SO2","2017-2019","January",68,0.922916666666667,0.7441,0.7732
"746","Hamilton_Downtown","SO2","2017-2019","February",60,0.84375,0.3283,0.3394
"747","Hamilton_Downtown","SO2","2017-2019","March",66,1.2,0.1398,0.1446
"748","Hamilton_Downtown","SO2","2017-2019","April",63,3.375,0.6408,0.6493
"749","Hamilton_Downtown","SO2","2017-2019","May",69,5.74166666666667,0.6762,0.6817
"750","Hamilton_Downtown","SO2","2017-2019","June",63,2.625,0.0821,0.093
"751","Hamilton_Downtown","SO2","2017-2019","July",66,2.97916666666667,0.9205,NA
"752","Hamilton_Downtown","SO2","2017-2019","August",68,0.93125,0.9721,NA
"753","Hamilton_Downtown","SO2","2017-2019","September",62,2.61666666666667,0.7493,NA
"754","Hamilton_Downtown","SO2","2017-2019","October",68,1.14166666666667,0.1594,NA
"755","Hamilton_Downtown","SO2","2017-2019","November",65,0.820833333333333,0.2147,NA
"756","Hamilton_Downtown","SO2","2017-2019","December",64,0.789583333333333,0.3221,NA
"757","Hamilton_Downtown","SO2","2020","January",23,1.07916666666667,0.5908,0.5945
"758","Hamilton_Downtown","SO2","2020","February",20,0.808333333333333,0.8009,0.7966
"759","Hamilton_Downtown","SO2","2020","March",22,1.34981060606061,0.7406,0.7423
"760","Hamilton_Downtown","SO2","2020","April",22,1.25833333333333,0.375,0.3772
"761","Hamilton_Downtown","SO2","2020","May",21,4.125,0.5224,0.5212
"762","Hamilton_Downtown","SO2","2020","June",22,0.666666666666667,0.2921,0.2891
"763","Hamilton_Downtown","SO2","2020","July",23,2.0625,0.3992,NA
"764","Hamilton_Downtown","SO2","2020","August",21,0.691666666666667,0.7926,NA
"765","Hamilton_Downtown","SO2","2020","September",22,0.920833333333333,0.3284,NA
"766","Hamilton_Downtown","SO2","2020","October",22,0.825,0.4524,NA
"767","Hamilton_Downtown","SO2","2020","November",21,0.833333333333333,0.834,NA
"768","Hamilton_Downtown","SO2","2020","December",23,0.570833333333333,0.1652,NA
"769","Hamilton_West","O3","2017-2019","January",68,22.5,0.1863,0.2449
"770","Hamilton_West","O3","2017-2019","February",60,26.3405797101449,0.8551,0.8674
"771","Hamilton_West","O3","2017-2019","March",66,29.3333333333333,0.4807,0.4526
"772","Hamilton_West","O3","2017-2019","April",63,30.2083333333333,0.1249,0.1187
"773","Hamilton_West","O3","2017-2019","May",69,28.1666666666667,0.0301,0.0368
"774","Hamilton_West","O3","2017-2019","June",63,26.2083333333333,0.6742,0.6912
"775","Hamilton_West","O3","2017-2019","July",66,27.375,0.2614,NA
"776","Hamilton_West","O3","2017-2019","August",68,26.4375,0.0407,NA
"777","Hamilton_West","O3","2017-2019","September",62,18.6875,0.9634,NA
"778","Hamilton_West","O3","2017-2019","October",68,17.9166666666667,0.0485,NA
"779","Hamilton_West","O3","2017-2019","November",65,17.0833333333333,0.3839,NA
"780","Hamilton_West","O3","2017-2019","December",64,18.5208333333333,0.3762,NA
"781","Hamilton_West","O3","2020","January",23,20,0.3583,0.3587
"782","Hamilton_West","O3","2020","February",20,26,0.8556,0.8626
"783","Hamilton_West","O3","2020","March",22,25.3645833333333,0.0146,0.0145
"784","Hamilton_West","O3","2020","April",22,31.75,0.5058,0.5001
"785","Hamilton_West","O3","2020","May",21,28.3333333333333,0.8911,0.8853
"786","Hamilton_West","O3","2020","June",22,33.75,0.0148,0.0162
"787","Hamilton_West","O3","2020","July",23,27.0869565217391,0.8586,NA
"788","Hamilton_West","O3","2020","August",21,20.8260869565217,0.1018,NA
"789","Hamilton_West","O3","2020","September",22,22.9583333333333,0.1116,NA
"790","Hamilton_West","O3","2020","October",22,18.2001811594203,0.8741,NA
"791","Hamilton_West","O3","2020","November",21,22.0833333333333,0.0249,NA
"792","Hamilton_West","O3","2020","December",23,19.75,0.597,NA
"793","Hamilton_West","PM25","2017-2019","January",68,7.14583333333333,0.9771,0.9868
"794","Hamilton_West","PM25","2017-2019","February",60,8.5625,0.6047,0.5637
"795","Hamilton_West","PM25","2017-2019","March",66,6.1875,0.0288,0.0277
"796","Hamilton_West","PM25","2017-2019","April",63,6.375,0.6679,0.6973
"797","Hamilton_West","PM25","2017-2019","May",69,8.70833333333333,4e-04,2e-04
"798","Hamilton_West","PM25","2017-2019","June",63,6.75,0.0632,0.0667
"799","Hamilton_West","PM25","2017-2019","July",66,8.14583333333333,0.9157,NA
"800","Hamilton_West","PM25","2017-2019","August",68,7.97916666666667,0.0226,NA
"801","Hamilton_West","PM25","2017-2019","September",62,5.79166666666667,0.0059,NA
"802","Hamilton_West","PM25","2017-2019","October",68,5.39583333333333,0.8545,NA
"803","Hamilton_West","PM25","2017-2019","November",65,6.20833333333333,0.9415,NA
"804","Hamilton_West","PM25","2017-2019","December",64,6.85416666666667,0.1996,NA
"805","Hamilton_West","PM25","2020","January",23,6.79166666666667,0.678,0.6624
"806","Hamilton_West","PM25","2020","February",20,5.77083333333333,0.1922,0.1976
"807","Hamilton_West","PM25","2020","March",22,6.75,0.5132,0.5116
"808","Hamilton_West","PM25","2020","April",22,5.70833333333333,0.3787,0.376
"809","Hamilton_West","PM25","2020","May",20,5.91666666666667,0.0325,0.0296
"810","Hamilton_West","PM25","2020","June",22,8.20833333333333,0.2675,0.2723
"811","Hamilton_West","PM25","2020","July",23,8.125,0.9614,NA
"812","Hamilton_West","PM25","2020","August",21,7.75,0.842,NA
"813","Hamilton_West","PM25","2020","September",22,8.14583333333333,0.0896,NA
"814","Hamilton_West","PM25","2020","October",22,6.10416666666667,0.3691,NA
"815","Hamilton_West","PM25","2020","November",21,8.91666666666667,0.131,NA
"816","Hamilton_West","PM25","2020","December",23,5.75,0.5958,NA
"817","Hamilton_West","NO2","2017-2019","January",68,10.61875,0.4315,0.4488
"818","Hamilton_West","NO2","2017-2019","February",60,11.0979166666667,0.409,0.4287
"819","Hamilton_West","NO2","2017-2019","March",66,11.66875,0.1582,0.1442
"820","Hamilton_West","NO2","2017-2019","April",63,10.8208333333333,0.2896,0.2822
"821","Hamilton_West","NO2","2017-2019","May",69,11.7083333333333,0.5217,0.5831
"822","Hamilton_West","NO2","2017-2019","June",63,9.175,0.0094,0.0138
"823","Hamilton_West","NO2","2017-2019","July",66,8.35416666666667,0.0874,NA
"824","Hamilton_West","NO2","2017-2019","August",68,7.34583333333333,0.1311,NA
"825","Hamilton_West","NO2","2017-2019","September",62,9.31022727272727,0.0052,NA
"826","Hamilton_West","NO2","2017-2019","October",68,9.54791666666667,0.8538,NA
"827","Hamilton_West","NO2","2017-2019","November",65,12.0083333333333,0.7456,NA
"828","Hamilton_West","NO2","2017-2019","December",64,12.4104166666667,0.9529,NA
"829","Hamilton_West","NO2","2020","January",23,12.2166666666667,0.4676,0.4656
"830","Hamilton_West","NO2","2020","February",20,10.2115942028986,0.5657,0.5617
"831","Hamilton_West","NO2","2020","March",22,12.575,0.705,0.7123
"832","Hamilton_West","NO2","2020","April",22,8.41286231884058,0.178,0.1792
"833","Hamilton_West","NO2","2020","May",21,9.2375,0.1027,0.0902
"834","Hamilton_West","NO2","2020","June",22,7.9820652173913,0.3153,0.1863
"835","Hamilton_West","NO2","2020","July",23,7.3,0.3398,NA
"836","Hamilton_West","NO2","2020","August",21,7.56666666666667,0.8959,NA
"837","Hamilton_West","NO2","2020","September",22,6.16911231884058,0.004,NA
"838","Hamilton_West","NO2","2020","October",22,8.8,0.5867,NA
"839","Hamilton_West","NO2","2020","November",21,9.70416666666667,0.2335,NA
"840","Hamilton_West","NO2","2020","December",23,10.8416666666667,0.3494,NA
"841","Hamilton_Mountain","O3","2017-2019","January",68,24.5416666666667,0.3367,0.2565
"842","Hamilton_Mountain","O3","2017-2019","February",60,30.7916666666667,0.9913,0.9951
"843","Hamilton_Mountain","O3","2017-2019","March",66,33.8958333333333,0.0865,0.0953
"844","Hamilton_Mountain","O3","2017-2019","April",63,33.0416666666667,0.1487,0.1502
"845","Hamilton_Mountain","O3","2017-2019","May",69,32.3333333333333,0.0085,0.0104
"846","Hamilton_Mountain","O3","2017-2019","June",63,32.4090909090909,0.6207,0.6423
"847","Hamilton_Mountain","O3","2017-2019","July",66,33.375,0.0773,NA
"848","Hamilton_Mountain","O3","2017-2019","August",68,30.6041666666667,0.1895,NA
"849","Hamilton_Mountain","O3","2017-2019","September",62,24.1666666666667,0.568,NA
"850","Hamilton_Mountain","O3","2017-2019","October",68,21.8541666666667,0.004,NA
"851","Hamilton_Mountain","O3","2017-2019","November",65,20.0416666666667,0.0249,NA
"852","Hamilton_Mountain","O3","2017-2019","December",64,20.7708333333333,0,NA
"853","Hamilton_Mountain","O3","2020","January",23,24.6666666666667,0.9007,0.9018
"854","Hamilton_Mountain","O3","2020","February",20,30.4583333333333,0.887,0.897
"855","Hamilton_Mountain","O3","2020","March",22,29.7916666666667,0.001,0.001
"856","Hamilton_Mountain","O3","2020","April",22,36.375,0.0556,0.06
"857","Hamilton_Mountain","O3","2020","May",21,31.375,0.6905,0.6857
"858","Hamilton_Mountain","O3","2020","June",22,37.4583333333333,0.0324,0.0369
"859","Hamilton_Mountain","O3","2020","July",23,31.875,0.3566,NA
"860","Hamilton_Mountain","O3","2020","August",21,25.9565217391304,0.0839,NA
"861","Hamilton_Mountain","O3","2020","September",22,26.3994565217391,0.2771,NA
"862","Hamilton_Mountain","O3","2020","October",22,21.0208333333333,0.7253,NA
"863","Hamilton_Mountain","O3","2020","November",21,27,3e-04,NA
"864","Hamilton_Mountain","O3","2020","December",23,23.7083333333333,0.1135,NA
"865","Hamilton_Mountain","PM25","2017-2019","January",68,7.29166666666667,0.8416,0.7877
"866","Hamilton_Mountain","PM25","2017-2019","February",60,7.58333333333333,0.6305,0.653
"867","Hamilton_Mountain","PM25","2017-2019","March",66,6.125,0.019,0.0209
"868","Hamilton_Mountain","PM25","2017-2019","April",63,6.58333333333333,0.5666,0.5836
"869","Hamilton_Mountain","PM25","2017-2019","May",69,8.58333333333333,0.012,0.0247
"870","Hamilton_Mountain","PM25","2017-2019","June",63,6.33333333333333,0.0386,0.0444
"871","Hamilton_Mountain","PM25","2017-2019","July",66,7.64583333333333,0.876,NA
"872","Hamilton_Mountain","PM25","2017-2019","August",68,7.60416666666667,0.0553,NA
"873","Hamilton_Mountain","PM25","2017-2019","September",62,5.25,0.0044,NA
"874","Hamilton_Mountain","PM25","2017-2019","October",68,4.72916666666667,0.4486,NA
"875","Hamilton_Mountain","PM25","2017-2019","November",65,6.45833333333333,0.8714,NA
"876","Hamilton_Mountain","PM25","2017-2019","December",63,6.5,0.4025,NA
"877","Hamilton_Mountain","PM25","2020","January",23,6.375,0.5008,0.4904
"878","Hamilton_Mountain","PM25","2020","February",20,5.83333333333333,0.2664,0.2675
"879","Hamilton_Mountain","PM25","2020","March",22,8.14583333333333,0.1059,0.11
"880","Hamilton_Mountain","PM25","2020","April",22,5.35416666666667,0.198,0.1903
"881","Hamilton_Mountain","PM25","2020","May",21,6.25,0.4158,0.423
"882","Hamilton_Mountain","PM25","2020","June",22,7.8125,0.2937,0.2836
"883","Hamilton_Mountain","PM25","2020","July",23,7.29166666666667,0.8608,NA
"884","Hamilton_Mountain","PM25","2020","August",21,6.875,0.448,NA
"885","Hamilton_Mountain","PM25","2020","September",22,5.125,0.8918,NA
"886","Hamilton_Mountain","PM25","2020","October",22,4.125,0.3926,NA
"887","Hamilton_Mountain","PM25","2020","November",21,7.25,0.6157,NA
"888","Hamilton_Mountain","PM25","2020","December",23,6.70833333333333,0.811,NA
"889","Hamilton_Mountain","NO2","2017-2019","January",68,8.35,0.2136,0.2201
"890","Hamilton_Mountain","NO2","2017-2019","February",60,8.06041666666667,0.1444,0.1809
"891","Hamilton_Mountain","NO2","2017-2019","March",66,7.575,0.4442,0.3706
"892","Hamilton_Mountain","NO2","2017-2019","April",63,8.67916666666667,0.8238,0.8103
"893","Hamilton_Mountain","NO2","2017-2019","May",69,7.85416666666667,0.5367,0.5796
"894","Hamilton_Mountain","NO2","2017-2019","June",63,6.04583333333333,0.4748,0.4094
"895","Hamilton_Mountain","NO2","2017-2019","July",66,5.72916666666667,0.1306,NA
"896","Hamilton_Mountain","NO2","2017-2019","August",68,5.11875,0.2087,NA
"897","Hamilton_Mountain","NO2","2017-2019","September",62,6.47321428571429,0,NA
"898","Hamilton_Mountain","NO2","2017-2019","October",68,5.68958333333333,0.028,NA
"899","Hamilton_Mountain","NO2","2017-2019","November",65,9.31666666666667,0.5242,NA
"900","Hamilton_Mountain","NO2","2017-2019","December",64,9.3125,0.776,NA
"901","Hamilton_Mountain","NO2","2020","January",23,6.68333333333333,0.1929,0.1964
"902","Hamilton_Mountain","NO2","2020","February",20,8.59166666666667,0.7811,0.7826
"903","Hamilton_Mountain","NO2","2020","March",22,8.84791666666667,0.3618,0.3722
"904","Hamilton_Mountain","NO2","2020","April",22,6.34583333333333,0.1153,0.1118
"905","Hamilton_Mountain","NO2","2020","May",21,7.47083333333333,0.8587,0.8596
"906","Hamilton_Mountain","NO2","2020","June",22,4.32717391304348,0.1065,0.1047
"907","Hamilton_Mountain","NO2","2020","July",23,4.4625,0.1786,NA
"908","Hamilton_Mountain","NO2","2020","August",21,5.36666666666667,0.6642,NA
"909","Hamilton_Mountain","NO2","2020","September",22,4.26875,0.0211,NA
"910","Hamilton_Mountain","NO2","2020","October",22,6.48125,0.4376,NA
"911","Hamilton_Mountain","NO2","2020","November",21,5.12916666666667,0.0457,NA
"912","Hamilton_Mountain","NO2","2020","December",23,6.025,0.097,NA
"913","Hamilton_Mountain","SO2","2017-2019","January",68,0.686904761904762,0.1129,0.1486
"914","Hamilton_Mountain","SO2","2017-2019","February",60,0.866666666666667,0.1878,0.201
"915","Hamilton_Mountain","SO2","2017-2019","March",66,0.964583333333333,0.269,0.1983
"916","Hamilton_Mountain","SO2","2017-2019","April",63,1.7625,0.0541,0.0824
"917","Hamilton_Mountain","SO2","2017-2019","May",69,3.29166666666667,0.3716,0.362
"918","Hamilton_Mountain","SO2","2017-2019","June",63,1.925,0.0973,0.097
"919","Hamilton_Mountain","SO2","2017-2019","July",63,1.2875,0.4,NA
"920","Hamilton_Mountain","SO2","2017-2019","August",68,0.925,0.4803,NA
"921","Hamilton_Mountain","SO2","2017-2019","September",62,1.2625,0.3578,NA
"922","Hamilton_Mountain","SO2","2017-2019","October",68,0.875,0.041,NA
"923","Hamilton_Mountain","SO2","2017-2019","November",63,0.525,0.4465,NA
"924","Hamilton_Mountain","SO2","2017-2019","December",44,0.458333333333333,0.8065,NA
"925","Hamilton_Mountain","SO2","2020","January",23,0.7375,0.7986,0.7959
"926","Hamilton_Mountain","SO2","2020","February",20,0.654166666666667,0.4467,0.4583
"927","Hamilton_Mountain","SO2","2020","March",22,1.78333333333333,0.1967,0.2025
"928","Hamilton_Mountain","SO2","2020","April",22,1.82708333333333,0.9511,0.9538
"929","Hamilton_Mountain","SO2","2020","May",21,2.56666666666667,0.6778,0.681
"930","Hamilton_Mountain","SO2","2020","June",22,0.334782608695652,0.1446,0.1403
"931","Hamilton_Mountain","SO2","2020","July",23,1.35416666666667,0.9221,NA
"932","Hamilton_Mountain","SO2","2020","August",21,0.783333333333333,0.8871,NA
"933","Hamilton_Mountain","SO2","2020","September",22,0.472916666666667,0.0774,NA
"934","Hamilton_Mountain","SO2","2020","October",22,0.43695652173913,0.2734,NA
"935","Hamilton_Mountain","SO2","2020","November",21,0.426086956521739,0.3466,NA
"936","Hamilton_Mountain","SO2","2020","December",23,0,0.0046,NA
"937","Kingston","O3","2017-2019","January",68,28.5625,0.883,0.8799
"938","Kingston","O3","2017-2019","February",60,32.5,0.2324,0.2678
"939","Kingston","O3","2017-2019","March",66,37.0416666666667,0.1444,0.152
"940","Kingston","O3","2017-2019","April",63,35.5416666666667,0.0203,0.0264
"941","Kingston","O3","2017-2019","May",69,33.875,0.033,0.0189
"942","Kingston","O3","2017-2019","June",63,31.75,0.5718,0.5827
"943","Kingston","O3","2017-2019","July",66,31.4375,0.6576,NA
"944","Kingston","O3","2017-2019","August",68,30.7708333333333,0.497,NA
"945","Kingston","O3","2017-2019","September",62,23.3125,0.2223,NA
"946","Kingston","O3","2017-2019","October",68,23.75,0.1135,NA
"947","Kingston","O3","2017-2019","November",65,23.75,0.0802,NA
"948","Kingston","O3","2017-2019","December",64,25.3125,0.194,NA
"949","Kingston","O3","2020","January",23,27,0.4897,0.5023
"950","Kingston","O3","2020","February",20,32.5670289855072,0.955,0.9554
"951","Kingston","O3","2020","March",22,33.6403985507246,0.0081,0.0079
"952","Kingston","O3","2020","April",22,37.9791666666667,0.1832,0.1888
"953","Kingston","O3","2020","May",21,32,0.4357,0.4274
"954","Kingston","O3","2020","June",22,36.1875,0.0306,0.0294
"955","Kingston","O3","2020","July",23,30.5652173913043,0.8395,NA
"956","Kingston","O3","2020","August",21,26.4583333333333,0.0966,NA
"957","Kingston","O3","2020","September",22,26.9166666666667,0.1053,NA
"958","Kingston","O3","2020","October",22,23.375,0.7477,NA
"959","Kingston","O3","2020","November",21,26.6666666666667,0.0924,NA
"960","Kingston","O3","2020","December",23,24.2916666666667,0.4894,NA
"961","Kingston","PM25","2017-2019","January",67,5.20833333333333,0.0133,0.0168
"962","Kingston","PM25","2017-2019","February",60,5.375,0.1184,0.1556
"963","Kingston","PM25","2017-2019","March",66,4.16666666666667,0.0093,0.006
"964","Kingston","PM25","2017-2019","April",63,4.41666666666667,0.4825,0.508
"965","Kingston","PM25","2017-2019","May",69,5,0,1e-04
"966","Kingston","PM25","2017-2019","June",63,4.29166666666667,0.2976,0.2815
"967","Kingston","PM25","2017-2019","July",66,6.06628787878788,0.0498,NA
"968","Kingston","PM25","2017-2019","August",68,5.9375,0.1637,NA
"969","Kingston","PM25","2017-2019","September",62,4.52083333333333,0.0066,NA
"970","Kingston","PM25","2017-2019","October",68,3.35416666666667,0.8873,NA
"971","Kingston","PM25","2017-2019","November",65,3.83333333333333,0.4107,NA
"972","Kingston","PM25","2017-2019","December",64,4.41666666666667,0.3034,NA
"973","Kingston","PM25","2020","January",23,5.25,0.9276,0.9371
"974","Kingston","PM25","2020","February",20,4.77083333333333,0.6444,0.6498
"975","Kingston","PM25","2020","March",22,4.91666666666667,0.2195,0.2167
"976","Kingston","PM25","2020","April",22,4.0625,0.3814,0.3858
"977","Kingston","PM25","2020","May",19,4.33333333333333,0.384,0.3822
"978","Kingston","PM25","2020","June",22,5.89583333333333,0.0825,0.0869
"979","Kingston","PM25","2020","July",22,5.91666666666667,0.9023,NA
"980","Kingston","PM25","2020","August",21,4.91666666666667,0.1951,NA
"981","Kingston","PM25","2020","September",22,5.22916666666667,0.6171,NA
"982","Kingston","PM25","2020","October",22,4.14583333333333,0.4153,NA
"983","Kingston","PM25","2020","November",21,5.41666666666667,0.1115,NA
"984","Kingston","PM25","2020","December",23,6.33333333333333,0.1006,NA
"985","Kingston","NO2","2017-2019","January",68,6.62291666666667,0.0041,0.0058
"986","Kingston","NO2","2017-2019","February",60,5.72916666666667,0.8022,0.7819
"987","Kingston","NO2","2017-2019","March",66,3.82708333333333,0.264,0.2614
"988","Kingston","NO2","2017-2019","April",63,3.30833333333333,0.2117,0.1565
"989","Kingston","NO2","2017-2019","May",69,2.75,0.5119,0.5466
"990","Kingston","NO2","2017-2019","June",63,2.54166666666667,0.0181,0.0185
"991","Kingston","NO2","2017-2019","July",66,2.45327380952381,0.0549,NA
"992","Kingston","NO2","2017-2019","August",68,2.66041666666667,0.3187,NA
"993","Kingston","NO2","2017-2019","September",62,3.58333333333333,0.0065,NA
"994","Kingston","NO2","2017-2019","October",68,3.22478070175439,0.5577,NA
"995","Kingston","NO2","2017-2019","November",65,4.70833333333333,0.8262,NA
"996","Kingston","NO2","2017-2019","December",64,5.49375,0.0447,NA
