"","Station","Pollutant","Period","Month","Ndays","Median","Pval","Pval_old"
"2293","Sudbury","SO2","2020","October",22,0.446920289855072,0.4897,NA
"2294","Sudbury","SO2","2020","November",21,0.529166666666667,0.5749,NA
"2295","Sudbury","SO2","2020","December",23,0.416666666666667,0.3835,NA
"2296","Thunder_Bay","O3","2017-2019","January",68,23.3125,0.4977,0.5266
"2297","Thunder_Bay","O3","2017-2019","February",60,28.4166666666667,0.3846,0.424
"2298","Thunder_Bay","O3","2017-2019","March",66,31.0625,0.0863,0.0715
"2299","Thunder_Bay","O3","2017-2019","April",63,32.0833333333333,4e-04,4e-04
"2300","Thunder_Bay","O3","2017-2019","May",69,27.625,0.1455,0.143
"2301","Thunder_Bay","O3","2017-2019","June",63,22.2083333333333,0.8606,0.8537
"2302","Thunder_Bay","O3","2017-2019","July",66,20.3541666666667,0.0126,NA
"2303","Thunder_Bay","O3","2017-2019","August",68,15.875,0.4902,NA
"2304","Thunder_Bay","O3","2017-2019","September",62,16.2916666666667,0.0323,NA
"2305","Thunder_Bay","O3","2017-2019","October",67,18.7083333333333,0.1062,NA
"2306","Thunder_Bay","O3","2017-2019","November",65,22.75,0.1956,NA
"2307","Thunder_Bay","O3","2017-2019","December",64,22.1231884057971,0.0614,NA
"2308","Thunder_Bay","O3","2020","January",23,22.375,0.3917,0.4003
"2309","Thunder_Bay","O3","2020","February",20,27.125,0.3832,0.3736
"2310","Thunder_Bay","O3","2020","March",22,27.875,0.0076,0.01
"2311","Thunder_Bay","O3","2020","April",22,30.3333333333333,0.2281,0.225
"2312","Thunder_Bay","O3","2020","May",21,28.0416666666667,0.5694,0.5702
"2313","Thunder_Bay","O3","2020","June",22,25.0416666666667,0.084,0.0834
"2314","Thunder_Bay","O3","2020","July",23,17.0833333333333,0.0776,NA
"2315","Thunder_Bay","O3","2020","August",21,15.1428571428571,0.5251,NA
"2316","Thunder_Bay","O3","2020","September",22,14.875,0.3586,NA
"2317","Thunder_Bay","O3","2020","October",22,20.8541666666667,0.3847,NA
"2318","Thunder_Bay","O3","2020","November",21,20.1666666666667,0.1301,NA
"2319","Thunder_Bay","O3","2020","December",23,21.0833333333333,0.596,NA
"2320","Thunder_Bay","PM25","2017-2019","January",68,4.77083333333333,0.674,0.623
"2321","Thunder_Bay","PM25","2017-2019","February",60,5.16666666666667,0.0505,0.0483
"2322","Thunder_Bay","PM25","2017-2019","March",66,5.29166666666667,0.5337,0.5641
"2323","Thunder_Bay","PM25","2017-2019","April",63,4.26086956521739,0,0
"2324","Thunder_Bay","PM25","2017-2019","May",69,4.375,0,0
"2325","Thunder_Bay","PM25","2017-2019","June",63,5.20833333333333,0.0183,0.028
"2326","Thunder_Bay","PM25","2017-2019","July",66,6.58333333333333,0.6471,NA
"2327","Thunder_Bay","PM25","2017-2019","August",68,5.41666666666667,0.0054,NA
"2328","Thunder_Bay","PM25","2017-2019","September",62,3.95833333333333,0.4628,NA
"2329","Thunder_Bay","PM25","2017-2019","October",67,3.25,0.0016,NA
"2330","Thunder_Bay","PM25","2017-2019","November",65,3.375,0.0956,NA
"2331","Thunder_Bay","PM25","2017-2019","December",64,4.1875,0.3148,NA
"2332","Thunder_Bay","PM25","2020","January",23,4.66666666666667,0.844,0.8176
"2333","Thunder_Bay","PM25","2020","February",20,3.83333333333333,0.2376,0.2224
"2334","Thunder_Bay","PM25","2020","March",22,4.85416666666667,0.7988,0.7945
"2335","Thunder_Bay","PM25","2020","April",22,4.40416666666667,0.8678,0.8586
"2336","Thunder_Bay","PM25","2020","May",21,5,0.366,0.3674
"2337","Thunder_Bay","PM25","2020","June",22,6.3125,0.0484,0.0519
"2338","Thunder_Bay","PM25","2020","July",23,4.375,0.0077,NA
"2339","Thunder_Bay","PM25","2020","August",21,4.125,0.1238,NA
"2340","Thunder_Bay","PM25","2020","September",22,4.02083333333333,0.9234,NA
"2341","Thunder_Bay","PM25","2020","October",22,3.95833333333333,0.1636,NA
"2342","Thunder_Bay","PM25","2020","November",21,5.875,0.0036,NA
"2343","Thunder_Bay","PM25","2020","December",23,5.875,0.1298,NA
"2344","Thunder_Bay","NO2","2017-2019","January",68,9.81041666666667,0.8775,0.8906
"2345","Thunder_Bay","NO2","2017-2019","February",60,11.50625,0.1636,0.1939
"2346","Thunder_Bay","NO2","2017-2019","March",61,9.83333333333333,0.0759,0.0677
"2347","Thunder_Bay","NO2","2017-2019","April",63,7.62083333333333,0.0053,0.0027
"2348","Thunder_Bay","NO2","2017-2019","May",69,6.02916666666667,0.0368,0.072
"2349","Thunder_Bay","NO2","2017-2019","June",63,4.92916666666667,0.0996,0.064
"2350","Thunder_Bay","NO2","2017-2019","July",66,4.25625,0.473,NA
"2351","Thunder_Bay","NO2","2017-2019","August",68,3.97291666666667,0.7838,NA
"2352","Thunder_Bay","NO2","2017-2019","September",62,4.31666666666667,0.3821,NA
"2353","Thunder_Bay","NO2","2017-2019","October",67,5.125,0.0336,NA
"2354","Thunder_Bay","NO2","2017-2019","November",65,6.77083333333333,0.6549,NA
"2355","Thunder_Bay","NO2","2017-2019","December",64,7.66875,0.7705,NA
"2356","Thunder_Bay","NO2","2020","January",23,10.3666666666667,0.7008,0.7037
"2357","Thunder_Bay","NO2","2020","February",20,9.21666666666667,0.2378,0.246
"2358","Thunder_Bay","NO2","2020","March",22,8.45208333333333,0.3406,0.3441
"2359","Thunder_Bay","NO2","2020","April",22,4.09791666666667,1e-04,0
"2360","Thunder_Bay","NO2","2020","May",21,6.1125,0.9254,0.9238
"2361","Thunder_Bay","NO2","2020","June",22,3.45416666666667,0.0019,0.0016
"2362","Thunder_Bay","NO2","2020","July",23,3.54583333333333,0.0342,NA
"2363","Thunder_Bay","NO2","2020","August",21,3.0625,0.0062,NA
"2364","Thunder_Bay","NO2","2020","September",22,3.36534090909091,0.0638,NA
"2365","Thunder_Bay","NO2","2020","October",22,5.7625,0.4335,NA
"2366","Thunder_Bay","NO2","2020","November",21,7.0125,0.8121,NA
"2367","Thunder_Bay","NO2","2020","December",23,8.2875,0.6012,NA
"2368","Toronto_Downtown","O3","2017-2019","January",68,19.8739035087719,0.3638,0.385
"2369","Toronto_Downtown","O3","2017-2019","February",60,25.6666666666667,0.0839,0.0795
"2370","Toronto_Downtown","O3","2017-2019","March",66,29.4375,0.1812,0.2087
"2371","Toronto_Downtown","O3","2017-2019","April",63,31.125,0.1257,0.1463
"2372","Toronto_Downtown","O3","2017-2019","May",69,31.2608695652174,0.0103,0.0064
"2373","Toronto_Downtown","O3","2017-2019","June",62,28.5498188405797,0.538,0.4692
"2374","Toronto_Downtown","O3","2017-2019","July",66,29.2708333333333,0.0282,NA
"2375","Toronto_Downtown","O3","2017-2019","August",68,26.625,0.0028,NA
"2376","Toronto_Downtown","O3","2017-2019","September",62,22.1458333333333,0.076,NA
"2377","Toronto_Downtown","O3","2017-2019","October",68,18.0208333333333,0.0082,NA
"2378","Toronto_Downtown","O3","2017-2019","November",65,17.25,0.0127,NA
"2379","Toronto_Downtown","O3","2017-2019","December",64,16.75,0.0089,NA
"2380","Toronto_Downtown","O3","2020","January",23,17.3333333333333,0.1824,0.185
"2381","Toronto_Downtown","O3","2020","February",20,24.75,0.6685,0.6753
"2382","Toronto_Downtown","O3","2020","March",22,22.875,0,0
"2383","Toronto_Downtown","O3","2020","April",22,29.5833333333333,0.2636,0.2559
"2384","Toronto_Downtown","O3","2020","May",21,24.8333333333333,0.002,0.0024
"2385","Toronto_Downtown","O3","2020","June",22,29.7291666666667,0.5148,0.5088
"2386","Toronto_Downtown","O3","2020","July",23,26.7916666666667,0.3725,NA
"2387","Toronto_Downtown","O3","2020","August",21,20.6666666666667,0.0224,NA
"2388","Toronto_Downtown","O3","2020","September",22,19.6041666666667,0.1799,NA
"2389","Toronto_Downtown","O3","2020","October",22,16.4166666666667,0.5312,NA
"2390","Toronto_Downtown","O3","2020","November",18,20.8125,0.0484,NA
"2391","Toronto_Downtown","O3","2020","December",0,NA,NA,NA
"2392","Toronto_Downtown","PM25","2017-2019","January",68,7.54166666666667,0.4354,0.3471
"2393","Toronto_Downtown","PM25","2017-2019","February",60,6.77083333333333,0.1181,0.0596
"2394","Toronto_Downtown","PM25","2017-2019","March",66,5.97916666666667,0.0166,0.0075
"2395","Toronto_Downtown","PM25","2017-2019","April",63,5.41666666666667,0.5368,0.5043
"2396","Toronto_Downtown","PM25","2017-2019","May",69,6.79166666666667,0.0036,0.0093
"2397","Toronto_Downtown","PM25","2017-2019","June",62,6.625,0.0279,0.0361
"2398","Toronto_Downtown","PM25","2017-2019","July",66,8.80978260869565,0.1373,NA
"2399","Toronto_Downtown","PM25","2017-2019","August",66,9.1875,0.2184,NA
"2400","Toronto_Downtown","PM25","2017-2019","September",62,6.95833333333333,0,NA
"2401","Toronto_Downtown","PM25","2017-2019","October",68,5.91287878787879,0.0153,NA
"2402","Toronto_Downtown","PM25","2017-2019","November",65,6.72727272727273,0.0592,NA
"2403","Toronto_Downtown","PM25","2017-2019","December",64,8.125,0.0532,NA
"2404","Toronto_Downtown","PM25","2020","January",23,7.79166666666667,0.7244,0.7237
"2405","Toronto_Downtown","PM25","2020","February",20,5.72916666666667,0.4174,0.4075
"2406","Toronto_Downtown","PM25","2020","March",22,7.29166666666667,0.1191,0.1212
"2407","Toronto_Downtown","PM25","2020","April",22,6.14583333333333,0.3835,0.3761
"2408","Toronto_Downtown","PM25","2020","May",21,6,0.4906,0.4855
"2409","Toronto_Downtown","PM25","2020","June",22,8.8125,0.0294,0.0139
"2410","Toronto_Downtown","PM25","2020","July",23,6.5,0.0185,NA
"2411","Toronto_Downtown","PM25","2020","August",21,6.20833333333333,0.0138,NA
"2412","Toronto_Downtown","PM25","2020","September",22,5.41666666666667,0.0757,NA
"2413","Toronto_Downtown","PM25","2020","October",22,5.33333333333333,0.6026,NA
"2414","Toronto_Downtown","PM25","2020","November",18,6.64583333333333,0.9496,NA
"2415","Toronto_Downtown","PM25","2020","December",0,NA,NA,NA
"2416","Toronto_Downtown","NO2","2017-2019","January",68,15.5434523809524,0.7584,0.7669
"2417","Toronto_Downtown","NO2","2017-2019","February",60,14.3958333333333,0.6185,0.5935
"2418","Toronto_Downtown","NO2","2017-2019","March",66,13.1854166666667,0.2593,0.2104
"2419","Toronto_Downtown","NO2","2017-2019","April",63,10.375,0.0099,0.0142
"2420","Toronto_Downtown","NO2","2017-2019","May",69,10.3166666666667,0.0093,0.0182
"2421","Toronto_Downtown","NO2","2017-2019","June",62,10.367803030303,0.0534,0.0757
"2422","Toronto_Downtown","NO2","2017-2019","July",66,12.2291666666667,0.0012,NA
"2423","Toronto_Downtown","NO2","2017-2019","August",68,10.275,0.1956,NA
"2424","Toronto_Downtown","NO2","2017-2019","September",62,11.8291666666667,0.0023,NA
"2425","Toronto_Downtown","NO2","2017-2019","October",68,11.9645833333333,0.3138,NA
"2426","Toronto_Downtown","NO2","2017-2019","November",65,14.625,0.1859,NA
"2427","Toronto_Downtown","NO2","2017-2019","December",64,15.65625,0.467,NA
"2428","Toronto_Downtown","NO2","2020","January",23,18.8875,0.0043,0.0039
"2429","Toronto_Downtown","NO2","2020","February",20,15.8854166666667,0.273,0.2759
"2430","Toronto_Downtown","NO2","2020","March",22,15.2104166666667,0.1176,0.1219
"2431","Toronto_Downtown","NO2","2020","April",22,12.0604166666667,0.1697,0.1664
"2432","Toronto_Downtown","NO2","2020","May",21,14.2208333333333,0.0112,0.0097
"2433","Toronto_Downtown","NO2","2020","June",22,12.6772644927536,0.1682,0.1741
"2434","Toronto_Downtown","NO2","2020","July",23,9.68333333333333,0.0231,NA
"2435","Toronto_Downtown","NO2","2020","August",21,8.8375,0.2796,NA
"2436","Toronto_Downtown","NO2","2020","September",22,8.0625,0.0142,NA
"2437","Toronto_Downtown","NO2","2020","October",22,11.9520833333333,0.9817,NA
"2438","Toronto_Downtown","NO2","2020","November",18,11.9645833333333,0.1861,NA
"2439","Toronto_Downtown","NO2","2020","December",0,NA,NA,NA
"2440","Toronto_East","O3","2017-2019","January",68,20.7916666666667,0.1737,0.1825
"2441","Toronto_East","O3","2017-2019","February",60,24.1666666666667,0.0755,0.093
"2442","Toronto_East","O3","2017-2019","March",66,30.375,0.8446,0.8525
"2443","Toronto_East","O3","2017-2019","April",63,31.4166666666667,0.86,0.842
"2444","Toronto_East","O3","2017-2019","May",69,28.9583333333333,0.0426,0.019
"2445","Toronto_East","O3","2017-2019","June",63,26.6666666666667,0.2403,0.3006
"2446","Toronto_East","O3","2017-2019","July",66,27.5416666666667,0.0013,NA
"2447","Toronto_East","O3","2017-2019","August",68,25.9583333333333,0.1752,NA
"2448","Toronto_East","O3","2017-2019","September",62,20.125,0.8416,NA
"2449","Toronto_East","O3","2017-2019","October",68,17.7291666666667,0.4461,NA
"2450","Toronto_East","O3","2017-2019","November",65,17.3333333333333,0.1844,NA
"2451","Toronto_East","O3","2017-2019","December",64,17.5416666666667,0.0641,NA
"2452","Toronto_East","O3","2020","January",23,21.625,0.4496,0.4512
"2453","Toronto_East","O3","2020","February",20,27.7708333333333,0.1318,0.1296
"2454","Toronto_East","O3","2020","March",22,28.5172101449275,0.1077,0.108
"2455","Toronto_East","O3","2020","April",22,35.0416666666667,0.0176,0.018
"2456","Toronto_East","O3","2020","May",21,28.4166666666667,0.6856,0.6762
"2457","Toronto_East","O3","2020","June",22,32.3541666666667,0.0016,0.0114
"2458","Toronto_East","O3","2020","July",23,26.1666666666667,0.4853,NA
"2459","Toronto_East","O3","2020","August",21,22.4166666666667,0.1031,NA
"2460","Toronto_East","O3","2020","September",22,20.2708333333333,0.9,NA
"2461","Toronto_East","O3","2020","October",22,17.7826086956522,0.9862,NA
"2462","Toronto_East","O3","2020","November",21,22.5416666666667,0.0024,NA
"2463","Toronto_East","O3","2020","December",23,19.5416666666667,0.2615,NA
"2464","Toronto_East","PM25","2017-2019","January",68,7.66666666666667,0.4779,0.4757
"2465","Toronto_East","PM25","2017-2019","February",60,7.42572463768116,0.195,0.2328
"2466","Toronto_East","PM25","2017-2019","March",66,6.04166666666667,0.0067,0.0071
"2467","Toronto_East","PM25","2017-2019","April",63,5.33333333333333,0.9235,0.9205
"2468","Toronto_East","PM25","2017-2019","May",69,5.875,0.0062,0.0062
"2469","Toronto_East","PM25","2017-2019","June",63,6.08333333333333,0.239,0.2521
"2470","Toronto_East","PM25","2017-2019","July",66,7.66666666666667,0.3399,NA
"2471","Toronto_East","PM25","2017-2019","August",68,7.1875,0.0912,NA
"2472","Toronto_East","PM25","2017-2019","September",62,5.72916666666667,0,NA
"2473","Toronto_East","PM25","2017-2019","October",68,4.64583333333333,0.5708,NA
"2474","Toronto_East","PM25","2017-2019","November",65,6.16666666666667,0.2906,NA
"2475","Toronto_East","PM25","2017-2019","December",64,7.02083333333333,0.0329,NA
"2476","Toronto_East","PM25","2020","January",23,7.04166666666667,0.7742,0.7785
"2477","Toronto_East","PM25","2020","February",20,4.89583333333333,0.0401,0.0414
"2478","Toronto_East","PM25","2020","March",22,6.0625,0.9804,0.9796
"2479","Toronto_East","PM25","2020","April",22,4.875,0.4947,0.4881
"2480","Toronto_East","PM25","2020","May",21,4.79166666666667,0.1266,0.1315
"2481","Toronto_East","PM25","2020","June",22,7.5625,0.0582,0.0619
"2482","Toronto_East","PM25","2020","July",23,6.30769230769231,0.1812,NA
"2483","Toronto_East","PM25","2020","August",21,6.20833333333333,0.2812,NA
"2484","Toronto_East","PM25","2020","September",22,4.29166666666667,0.2536,NA
"2485","Toronto_East","PM25","2020","October",22,4.5,0.8079,NA
"2486","Toronto_East","PM25","2020","November",21,6.54166666666667,0.6882,NA
"2487","Toronto_East","PM25","2020","December",23,5,0.2086,NA
"2488","Toronto_East","NO2","2017-2019","January",68,14.1666666666667,0.8823,0.8939
"2489","Toronto_East","NO2","2017-2019","February",60,12.9625,0.1244,0.1167
"2490","Toronto_East","NO2","2017-2019","March",66,10.3229166666667,0.0039,0.0053
"2491","Toronto_East","NO2","2017-2019","April",63,8.3375,0.0067,0.0086
"2492","Toronto_East","NO2","2017-2019","May",69,8.125,0.2224,0.2439
"2493","Toronto_East","NO2","2017-2019","June",63,9.5,0.0041,0.0067
"2494","Toronto_East","NO2","2017-2019","July",66,8.58125,0.1583,NA
"2495","Toronto_East","NO2","2017-2019","August",68,7.91141304347826,0.0129,NA
"2496","Toronto_East","NO2","2017-2019","September",62,8.95625,0,NA
"2497","Toronto_East","NO2","2017-2019","October",68,10.0604166666667,0.26,NA
"2498","Toronto_East","NO2","2017-2019","November",65,12.0958333333333,0.8094,NA
"2499","Toronto_East","NO2","2017-2019","December",64,13.5682971014493,0.7515,NA
"2500","Toronto_East","NO2","2020","January",23,12.1375,0.2316,0.2248
"2501","Toronto_East","NO2","2020","February",20,9.72916666666667,0.0904,0.0928
"2502","Toronto_East","NO2","2020","March",22,7.23315217391304,0.0118,0.0122
"2503","Toronto_East","NO2","2020","April",22,5.99375,0.0104,0.0055
"2504","Toronto_East","NO2","2020","May",21,6.52083333333333,0.1444,0.0876
"2505","Toronto_East","NO2","2020","June",22,7.74347826086956,0.1817,0.1009
"2506","Toronto_East","NO2","2020","July",23,5.475,0.0031,NA
"2507","Toronto_East","NO2","2020","August",21,6.05,0.0414,NA
"2508","Toronto_East","NO2","2020","September",22,6.59583333333333,0.0929,NA
"2509","Toronto_East","NO2","2020","October",22,9.50625,0.7069,NA
"2510","Toronto_East","NO2","2020","November",21,10.9041666666667,0.5196,NA
"2511","Toronto_East","NO2","2020","December",23,11.9608695652174,0.2295,NA
"2512","Toronto_West","O3","2017-2019","January",68,16.8958333333333,0.8426,0.837
"2513","Toronto_West","O3","2017-2019","February",60,20.7083333333333,0.3049,0.2625
"2514","Toronto_West","O3","2017-2019","March",63,26.1666666666667,0.3594,0.3896
"2515","Toronto_West","O3","2017-2019","April",63,27.9565217391304,0.9681,0.9694
"2516","Toronto_West","O3","2017-2019","May",69,26.3333333333333,7e-04,7e-04
"2517","Toronto_West","O3","2017-2019","June",63,23.875,0.4601,0.3827
"2518","Toronto_West","O3","2017-2019","July",66,26.25,0.0971,NA
"2519","Toronto_West","O3","2017-2019","August",68,22.2726449275362,0.8189,NA
"2520","Toronto_West","O3","2017-2019","September",62,17.375,0.6661,NA
"2521","Toronto_West","O3","2017-2019","October",68,14.8125,0.2646,NA
"2522","Toronto_West","O3","2017-2019","November",65,14.375,0.0801,NA
"2523","Toronto_West","O3","2017-2019","December",64,14.125,0.4115,NA
"2524","Toronto_West","O3","2020","January",23,18.375,0.4083,0.394
"2525","Toronto_West","O3","2020","February",20,24.1458333333333,0.0414,0.0422
"2526","Toronto_West","O3","2020","March",22,23.9736842105263,0.2,0.1998
"2527","Toronto_West","O3","2020","April",22,31.1875,0.0086,0.0087
"2528","Toronto_West","O3","2020","May",21,26.5,0.8671,0.8705
"2529","Toronto_West","O3","2020","June",22,28.5978260869565,0.0252,0.0259
"2530","Toronto_West","O3","2020","July",23,20.75,0.0681,NA
"2531","Toronto_West","O3","2020","August",21,22.125,0.9574,NA
"2532","Toronto_West","O3","2020","September",22,17.3125,0.971,NA
"2533","Toronto_West","O3","2020","October",22,14.9021739130435,0.9188,NA
"2534","Toronto_West","O3","2020","November",21,17.875,0.0514,NA
"2535","Toronto_West","O3","2020","December",23,15.8695652173913,0.1812,NA
"2536","Toronto_West","PM25","2017-2019","January",68,7.625,0.9911,0.988
"2537","Toronto_West","PM25","2017-2019","February",60,7.08333333333333,0.2379,0.2168
"2538","Toronto_West","PM25","2017-2019","March",66,6.02083333333333,0.0042,0.0034
"2539","Toronto_West","PM25","2017-2019","April",63,5.25,0.8895,0.8852
"2540","Toronto_West","PM25","2017-2019","May",69,6.375,9e-04,7e-04
"2541","Toronto_West","PM25","2017-2019","June",63,6.5,0.3872,0.4253
"2542","Toronto_West","PM25","2017-2019","July",66,8.02083333333333,0.7387,NA
"2543","Toronto_West","PM25","2017-2019","August",68,8,0.041,NA
"2544","Toronto_West","PM25","2017-2019","September",62,6.83333333333333,1e-04,NA
"2545","Toronto_West","PM25","2017-2019","October",68,5.85416666666667,0.725,NA
"2546","Toronto_West","PM25","2017-2019","November",65,6.20833333333333,0.7057,NA
"2547","Toronto_West","PM25","2017-2019","December",64,7.64583333333333,0.2528,NA
"2548","Toronto_West","PM25","2020","January",23,6.125,0.1905,0.1975
"2549","Toronto_West","PM25","2020","February",20,5.29166666666667,0.0902,0.0933
"2550","Toronto_West","PM25","2020","March",22,6.89583333333333,0.3226,0.315
"2551","Toronto_West","PM25","2020","April",22,5.35416666666667,0.8364,0.8286
"2552","Toronto_West","PM25","2020","May",21,5.04166666666667,0.2216,0.2194
"2553","Toronto_West","PM25","2020","June",22,6.58333333333333,0.8785,0.8767
"2554","Toronto_West","PM25","2020","July",23,6.33333333333333,0.075,NA
"2555","Toronto_West","PM25","2020","August",21,5.66666666666667,0.0306,NA
"2556","Toronto_West","PM25","2020","September",22,5.72916666666667,0.3208,NA
"2557","Toronto_West","PM25","2020","October",22,5.02083333333333,0.2521,NA
"2558","Toronto_West","PM25","2020","November",21,7.91666666666667,0.1544,NA
"2559","Toronto_West","PM25","2020","December",23,6.16666666666667,0.2511,NA
"2560","Toronto_West","NO2","2017-2019","January",68,19.3875,0.1442,0.1532
"2561","Toronto_West","NO2","2017-2019","February",60,19.3375,0.0325,0.0218
"2562","Toronto_West","NO2","2017-2019","March",66,16.4604166666667,0.0031,0.0019
"2563","Toronto_West","NO2","2017-2019","April",63,13.9125,0,0
"2564","Toronto_West","NO2","2017-2019","May",69,13.5416666666667,0.2747,0.2312
"2565","Toronto_West","NO2","2017-2019","June",63,12.7791666666667,0.1296,0.0728
"2566","Toronto_West","NO2","2017-2019","July",66,12.1146739130435,0.4856,NA
"2567","Toronto_West","NO2","2017-2019","August",68,11.6198369565217,0.9337,NA
"2568","Toronto_West","NO2","2017-2019","September",62,13.34375,0,NA
"2569","Toronto_West","NO2","2017-2019","October",68,14.1952850877193,0.1818,NA
"2570","Toronto_West","NO2","2017-2019","November",65,16.4166666666667,0.5109,NA
"2571","Toronto_West","NO2","2017-2019","December",64,20.1149456521739,0.3911,NA
"2572","Toronto_West","NO2","2020","January",23,18.6409090909091,0.6052,0.602
"2573","Toronto_West","NO2","2020","February",20,17.0479166666667,0.2249,0.231
"2574","Toronto_West","NO2","2020","March",22,14.3534420289855,0.176,0.0573
"2575","Toronto_West","NO2","2020","April",22,10.9257246376812,0.0197,0.0015
"2576","Toronto_West","NO2","2020","May",21,11.4125,0.0559,0.011
"2577","Toronto_West","NO2","2020","June",22,11.0673913043478,0.1504,0.1512
"2578","Toronto_West","NO2","2020","July",23,8.70416666666667,4e-04,NA
"2579","Toronto_West","NO2","2020","August",21,9.05,0.0183,NA
"2580","Toronto_West","NO2","2020","September",22,10.1565476190476,0.0287,NA
"2581","Toronto_West","NO2","2020","October",22,13.4666666666667,0.6006,NA
"2582","Toronto_West","NO2","2020","November",21,14.6708333333333,0.15,NA
"2583","Toronto_West","NO2","2020","December",23,17.1041666666667,0.091,NA
"2584","Toronto_West","CO","2017-2019","January",68,0.243125,0.7427,0.6873
"2585","Toronto_West","CO","2017-2019","February",60,0.246458333333333,0.2011,0.1159
"2586","Toronto_West","CO","2017-2019","March",66,0.232916666666667,0.0147,0.0194
"2587","Toronto_West","CO","2017-2019","April",63,0.23,0.3065,0.3191
"2588","Toronto_West","CO","2017-2019","May",69,0.221739130434783,0.2749,0.2752
"2589","Toronto_West","CO","2017-2019","June",63,0.207826086956522,0.0055,0.0019
"2590","Toronto_West","CO","2017-2019","July",66,0.212173913043478,0.6765,NA
"2591","Toronto_West","CO","2017-2019","August",68,0.235416666666667,0.641,NA
"2592","Toronto_West","CO","2017-2019","September",62,0.241521739130435,3e-04,NA
"2593","Toronto_West","CO","2017-2019","October",68,0.224021739130435,0.1616,NA
"2594","Toronto_West","CO","2017-2019","November",65,0.224166666666667,0.6409,NA
"2595","Toronto_West","CO","2017-2019","December",64,0.240416666666667,0.7552,NA
"2596","Toronto_West","CO","2020","January",23,0.229166666666667,0.4154,0.4113
"2597","Toronto_West","CO","2020","February",20,0.217916666666667,0.0741,0.0772
"2598","Toronto_West","CO","2020","March",22,0.228559782608696,0.6049,0.611
"2599","Toronto_West","CO","2020","April",22,0.188333333333333,1e-04,0
"2600","Toronto_West","CO","2020","May",21,0.199166666666667,0.0944,0.0935
"2601","Toronto_West","CO","2020","June",21,0.197916666666667,0.8397,0.8802
"2602","Toronto_West","CO","2020","July",22,0.195,0.1081,NA
"2603","Toronto_West","CO","2020","August",21,0.20375,0.0034,NA
"2604","Toronto_West","CO","2020","September",22,0.202083333333333,0.0343,NA
"2605","Toronto_West","CO","2020","October",22,0.216666666666667,0.6495,NA
"2606","Toronto_West","CO","2020","November",19,0.25375,0.1242,NA
"2607","Toronto_West","CO","2020","December",23,0.21695652173913,0.032,NA
"2608","Toronto_West","SO2","2017-2019","January",68,0.279166666666667,0,0
"2609","Toronto_West","SO2","2017-2019","February",60,0.208333333333333,0.0331,0.0368
"2610","Toronto_West","SO2","2017-2019","March",66,0.15,0.0201,0.0234
"2611","Toronto_West","SO2","2017-2019","April",63,0.2,0.3808,0.3921
"2612","Toronto_West","SO2","2017-2019","May",69,0.2375,0.0047,0.0055
"2613","Toronto_West","SO2","2017-2019","June",63,0.166666666666667,0.7493,0.7736
"2614","Toronto_West","SO2","2017-2019","July",66,0.166666666666667,0.8381,NA
"2615","Toronto_West","SO2","2017-2019","August",66,0.130434782608696,0.3152,NA
"2616","Toronto_West","SO2","2017-2019","September",61,0.169565217391304,0,NA
"2617","Toronto_West","SO2","2017-2019","October",68,0.229166666666667,0,NA
"2618","Toronto_West","SO2","2017-2019","November",65,0.254166666666667,0,NA
"2619","Toronto_West","SO2","2017-2019","December",64,0.275,0,NA
"2620","Toronto_West","SO2","2020","January",23,0.169565217391304,0.1524,0.1516
"2621","Toronto_West","SO2","2020","February",20,0.0916666666666667,0.02,0.0159
"2622","Toronto_West","SO2","2020","March",22,0.104166666666667,0.2942,0.2953
"2623","Toronto_West","SO2","2020","April",22,0.0979166666666667,0.0509,0.0555
"2624","Toronto_West","SO2","2020","May",20,0.1125,0.0656,0.061
"2625","Toronto_West","SO2","2020","June",22,0.197826086956522,0.7325,0.74
"2626","Toronto_West","SO2","2020","July",23,0.05,0.0068,NA
"2627","Toronto_West","SO2","2020","August",19,0.0727272727272727,0.0523,NA
"2628","Toronto_West","SO2","2020","September",22,0.09375,0.1982,NA
"2629","Toronto_West","SO2","2020","October",22,0.185144927536232,0.5253,NA
"2630","Toronto_West","SO2","2020","November",21,0.279166666666667,0.8189,NA
"2631","Toronto_West","SO2","2020","December",23,0.05,0.0153,NA
"2632","Windsor_Downtown","O3","2017-2019","January",68,19.8541666666667,0.5188,0.5407
"2633","Windsor_Downtown","O3","2017-2019","February",60,23.3541666666667,0.5231,0.4927
"2634","Windsor_Downtown","O3","2017-2019","March",66,30.2774122807018,0.1634,0.1876
"2635","Windsor_Downtown","O3","2017-2019","April",63,32,0.0986,0.1191
"2636","Windsor_Downtown","O3","2017-2019","May",69,31.4583333333333,0.0013,0.0013
"2637","Windsor_Downtown","O3","2017-2019","June",60,35.125,0.6547,0.6818
"2638","Windsor_Downtown","O3","2017-2019","July",66,34.925,0.9498,NA
"2639","Windsor_Downtown","O3","2017-2019","August",68,31.9166666666667,0.5876,NA
"2640","Windsor_Downtown","O3","2017-2019","September",62,25.9157608695652,0.172,NA
"2641","Windsor_Downtown","O3","2017-2019","October",68,20.75,0.6747,NA
"2642","Windsor_Downtown","O3","2017-2019","November",65,17.0833333333333,0.837,NA
"2643","Windsor_Downtown","O3","2017-2019","December",64,16.2708333333333,0.3463,NA
